profile,replay_run_id,plan_sha256,worker_plan_sha256,source_step_index,source_step_id,segment_index_zero_based,event_indices_zero_based,planned_start_s,planned_end_s,actual_start_sim_time,actual_end_sim_time,servo_targets,measured_servo_positions_at_transition,servo_errors,effective_tolerance_deg,recorded_servo_residual_deg,legacy_missing_endpoint,servo_measured_average_velocity_deg_s,sampled_joint_velocity,wheel_target_rad_s,wheel_duration_s,contact_ground_state,completion_extension_s,progress_improvement,gap_reason,stop_reason,last_error
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,11,step_011_recorded_height_050mm_dur_20.00s,40,"[48,49,50,51,52,53,54,55,56]",155.93333333319157,157.3333333331903,163.5500000000156,164.9500000000143,"{""front_left_hip"":28.1,""front_left_knee"":-8.1,""front_right_hip"":3.7,""front_right_knee"":-10.2,""rear_left_hip"":1.6,""rear_left_knee"":0.0,""rear_right_hip"":0.0,""rear_right_knee"":0.0}","{""front_left_hip"":27.990050198513007,""front_left_knee"":-8.217889452561044,""front_right_hip"":2.9154770277797533,""front_right_knee"":-10.703405406745363,""rear_left_hip"":1.4953079800339288,""rear_left_knee"":0.3024379616631746,""rear_right_hip"":-0.08167228048511838,""rear_right_knee"":0.026370933498596122}","{""front_left_hip"":-0.1099498014869944,""front_left_knee"":-0.11788945256104455,""front_right_hip"":-0.7845229722202469,""front_right_knee"":-0.5034054067453635,""rear_left_hip"":-0.10469201996607125,""rear_left_knee"":0.3024379616631746,""rear_right_hip"":-0.08167228048511838,""rear_right_knee"":0.026370933498596122}",1.0,{},True,24.9285714285941,null,"{""front_left_ankle"":0.0,""front_right_ankle"":-2.09,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",1.3999999999987267,{},0.0,complete,implicit_timestamp_gap,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,11,step_011_recorded_height_050mm_dur_20.00s,41,[57],157.3333333331903,157.3333333331903,164.9500000000143,164.9500000000143,{},{},{},1.0,{},False,0.0,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.0,complete,none,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,12,step_012_recorded_height_050mm_dur_12.40s,42,[58],166.73333333318175,166.76599999984842,174.35000000000576,174.48333333333898,"{""rear_right_knee"":-4.9}","{""rear_right_knee"":-4.548060907274377}","{""rear_right_knee"":0.3519390927256234}",1.0,{},True,36.750000000033424,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.10066666666654539,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,12,step_012_recorded_height_050mm_dur_12.40s,43,[59],166.93333333318157,167.0746666665149,174.6833333333388,174.95000000000522,"{""rear_right_knee"":-26.1}","{""rear_right_knee"":-25.86608183115671}","{""rear_right_knee"":0.2339181688432923}",1.0,{},True,79.5000000000723,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.1253333333330908,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,12,step_012_recorded_height_050mm_dur_12.40s,44,[60],167.13333333318138,167.2113333331814,175.01666666667182,175.21666666667164,"{""rear_right_knee"":-37.8}","{""rear_right_knee"":-37.15910195180366}","{""rear_right_knee"":0.640898048196334}",1.0,{},True,58.500000000053184,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.12199999999981813,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,12,step_012_recorded_height_050mm_dur_12.40s,45,[61],167.3333333331812,167.3473333331812,175.35000000000485,175.41666666667146,"{""rear_right_knee"":-39.9}","{""rear_right_knee"":-40.047709046255804}","{""rear_right_knee"":-0.14770904625580528}",1.0,{},True,31.50000000002867,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.05266666666660602,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,12,step_012_recorded_height_050mm_dur_12.40s,46,[62],167.93333333318066,167.93999999984732,176.01666666667091,176.15000000000413,"{""rear_right_knee"":-40.9}","{""rear_right_knee"":-40.70142411933293}","{""rear_right_knee"":0.19857588066707166}",1.0,{},True,7.500000000006821,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.1266666666665454,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,12,step_012_recorded_height_050mm_dur_12.40s,47,[63],170.13333333317865,170.13666666651199,178.35000000000213,178.41666666666873,"{""rear_right_hip"":-0.5}","{""rear_right_hip"":-0.5941711236629218}","{""rear_right_hip"":-0.09417112366292178}",1.0,{},True,7.500000000006821,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.0633333333332727,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,12,step_012_recorded_height_050mm_dur_12.40s,48,[64],170.13666666651199,170.17933333317865,178.41666666666873,178.55000000000194,"{""rear_right_hip"":-6.9}","{""rear_right_hip"":-7.678009105961644}","{""rear_right_hip"":-0.7780091059616439}",1.0,{},True,48.00000000004366,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.0906666666665454,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,12,step_012_recorded_height_050mm_dur_12.40s,49,[65],170.3366666665118,170.39999999984514,178.75000000000176,178.95000000000158,"{""rear_right_hip"":-16.4}","{""rear_right_hip"":-15.464268986544997}","{""rear_right_hip"":0.9357310134550012}",1.0,{},True,47.500000000043194,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.13666666666648478,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,12,step_012_recorded_height_050mm_dur_12.40s,50,[66],170.53666666651162,170.54399999984494,179.1500000000014,179.216666666668,"{""rear_right_hip"":-17.5}","{""rear_right_hip"":-17.058702707184377}","{""rear_right_hip"":0.4412972928156229}",1.0,{},True,16.500000000015028,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.05933333333327269,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,12,step_012_recorded_height_050mm_dur_12.40s,51,[67],170.73666666651144,170.77866666651144,179.41666666666782,179.61666666666764,"{""rear_right_hip"":-23.8}","{""rear_right_hip"":-22.92293748735247}","{""rear_right_hip"":0.8770625126475302}",1.0,{},True,31.500000000028653,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.1579999999998181,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,12,step_012_recorded_height_050mm_dur_12.40s,52,[68],170.93666666651126,170.96533333317794,179.81666666666746,179.88333333333406,"{""rear_right_hip"":-28.1}","{""rear_right_hip"":-28.68041595292097}","{""rear_right_hip"":-0.5804159529209691}",1.0,{},True,64.50000000005868,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.03799999999993936,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,12,step_012_recorded_height_050mm_dur_12.40s,53,[69],171.13666666651108,171.15733333317775,180.08333333333388,180.1500000000005,"{""rear_right_hip"":-31.2}","{""rear_right_hip"":-31.83716540406655}","{""rear_right_hip"":-0.6371654040665504}",1.0,{},True,46.50000000004226,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.04599999999993938,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,13,step_013_recorded_height_050mm_dur_9.93s,54,[70],175.26999999984065,182.26999999983428,184.28333333333006,191.2833333333237,{},{},{},1.0,{},False,0.0,null,"{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}",6.9999999999936335,{},0.0,complete,implicit_timestamp_gap,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,13,step_013_recorded_height_050mm_dur_9.93s,55,[71],182.26999999983428,182.26999999983428,191.2833333333237,191.2833333333237,{},{},{},1.0,{},False,0.0,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.0,complete,none,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,14,step_014_recorded_height_050mm_dur_17.73s,56,"[72,73,74,75,76,77,78,79,80]",196.8033333331544,198.40333333315294,205.8166666666438,207.41666666664236,"{""front_left_hip"":28.1,""front_left_knee"":-8.1,""front_right_hip"":19.6,""front_right_knee"":16.2,""rear_left_hip"":1.6,""rear_left_knee"":0.0,""rear_right_hip"":-31.2,""rear_right_knee"":-40.9}","{""front_left_hip"":28.069195015520528,""front_left_knee"":-8.012725084045847,""front_right_hip"":19.65892442541697,""front_right_knee"":16.079000031793466,""rear_left_hip"":1.7270203333576133,""rear_left_knee"":-0.08461142294276593,""rear_right_hip"":-31.064831518383603,""rear_right_knee"":-40.80030135285262}","{""front_left_hip"":-0.030804984479473774,""front_left_knee"":0.08727491595415149,""front_right_hip"":0.05892442541696852,""front_right_knee"":-0.12099996820653303,""rear_left_hip"":0.1270203333576132,""rear_left_knee"":-0.08461142294276593,""rear_right_hip"":0.13516848161639672,""rear_right_knee"":0.09969864714737753}",1.0,{},True,16.500000000015007,null,"{""front_left_ankle"":0.0,""front_right_ankle"":2.0944,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",1.5999999999985448,{},0.0,complete,implicit_timestamp_gap,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,14,step_014_recorded_height_050mm_dur_17.73s,57,[81],198.40333333315294,198.40333333315294,207.41666666664236,207.41666666664236,{},{},{},1.0,{},False,0.0,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.0,complete,none,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,15,step_015_recorded_height_050mm_dur_6.20s,58,[82],203.60333333317277,203.63133333317276,212.61666666663763,212.74999999997084,"{""front_right_hip"":23.8}","{""front_right_hip"":24.276026436413453}","{""front_right_hip"":0.4760264364134521}",1.0,{},True,31.500000000028646,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.10533333333321207,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,15,step_015_recorded_height_050mm_dur_6.20s,59,[83],203.80333333317532,203.82466666650865,212.94999999997066,213.01666666663726,"{""front_right_hip"":27.0}","{""front_right_hip"":27.108521253143373}","{""front_right_hip"":0.10852125314337258}",1.0,{},True,48.00000000004365,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.045333333333272705,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,15,step_015_recorded_height_050mm_dur_6.20s,60,[84],204.6033333331855,204.6173333331855,213.81666666663654,213.88333333330314,"{""front_right_hip"":29.1}","{""front_right_hip"":28.68030658306151}","{""front_right_hip"":-0.41969341693849316}",1.0,{},True,31.50000000002867,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.05266666666660602,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,15,step_015_recorded_height_050mm_dur_6.20s,61,[85],205.60333333319824,205.61066666653156,214.88333333330223,214.94999999996884,"{""front_right_hip"":30.2}","{""front_right_hip"":30.313886341948045}","{""front_right_hip"":0.11388634194804581}",1.0,{},True,16.500000000014975,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.05933333333327272,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,16,step_016_recorded_height_050mm_dur_21.07s,62,"[86,87,88,89,90,91,92,93,94]",223.0700000000873,224.07000000010004,232.41666666661962,233.4166666666187,"{""front_left_hip"":5.8,""front_left_knee"":-28.2,""front_right_hip"":30.2,""front_right_knee"":16.2,""rear_left_hip"":1.6,""rear_left_knee"":0.0,""rear_right_hip"":-31.2,""rear_right_knee"":-40.9}","{""front_left_hip"":5.567765172317162,""front_left_knee"":-28.408337596695294,""front_right_hip"":30.070120305564874,""front_right_knee"":16.32449410603665,""rear_left_hip"":1.7812934433893577,""rear_left_knee"":-0.08883291340676355,""rear_right_hip"":-30.99188168295328,""rear_right_knee"":-40.78881638976324}","{""front_left_hip"":-0.23223482768283787,""front_left_knee"":-0.20833759669529428,""front_right_hip"":-0.12987969443512526,""front_right_knee"":0.12449410603665001,""rear_left_hip"":0.1812934433893576,""rear_left_knee"":-0.08883291340676355,""rear_right_hip"":0.20811831704671846,""rear_right_knee"":0.1111836102367576}",1.0,{},True,22.300000000020283,null,"{""front_left_ankle"":-1.96,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",1.000000000012733,{},0.0,complete,implicit_timestamp_gap,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,16,step_016_recorded_height_050mm_dur_21.07s,63,[95],224.07000000010004,224.07000000010004,233.4166666666187,233.4166666666187,{},{},{},1.0,{},False,0.0,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.0,complete,none,complete,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1,step_001_recorded_height_050mm_dur_6.20s,0,[0],0.0,0.13066666666666668,2.016666666666662,2.283333333333328,"{""rear_left_hip"":19.6}","{""rear_left_hip"":19.788490361053334}","{""rear_left_hip"":0.18849036105333283}",1.0,{},True,73.50000000000027,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.13599999999999904,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1,step_001_recorded_height_050mm_dur_6.20s,1,[1],0.13066666666666668,0.17266666666666666,2.283333333333328,2.4166666666666607,"{""rear_left_hip"":25.9}","{""rear_left_hip"":26.005176562772416}","{""rear_left_hip"":0.10517656277241727}",1.0,{},True,47.25000000000015,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.09133333333333288,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1,step_001_recorded_height_050mm_dur_6.20s,2,[2],0.17266666666666666,0.18733333333333335,2.4166666666666607,2.483333333333327,"{""rear_left_hip"":28.1}","{""rear_left_hip"":29.00705562269103}","{""rear_left_hip"":0.9070556226910291}",1.0,{},True,33.00000000000016,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.05199999999999974,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,2,step_002_recorded_height_050mm_dur_5.40s,3,[3],0.18733333333333335,0.26866666666666666,2.483333333333327,2.6833333333333265,"{""front_right_hip"":12.2}","{""front_right_hip"":11.218913455771926}","{""front_right_hip"":-0.9810865442280736}",1.0,{},True,61.00000000000021,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.11866666666666596,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,2,step_002_recorded_height_050mm_dur_5.40s,4,[4],0.26866666666666666,0.43066666666666664,2.6833333333333265,3.0166666666666586,"{""front_right_hip"":36.5}","{""front_right_hip"":37.47584853579958}","{""front_right_hip"":0.9758485357995781}",1.0,{},True,72.90000000000026,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.17133333333333214,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,2,step_002_recorded_height_050mm_dur_5.40s,5,[5],0.43066666666666664,0.48,3.0166666666666586,3.1499999999999915,"{""front_right_hip"":43.9}","{""front_right_hip"":43.605174919604394}","{""front_right_hip"":-0.2948250803956043}",1.0,{},True,55.500000000000185,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.08399999999999953,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,3,step_003_recorded_height_050mm_dur_17.40s,6,[6],0.48,13.479999999988234,3.1499999999999915,16.149999999999725,{},{},{},1.0,{},False,0.0,null,"{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}",12.999999999988233,{},1.1500134178277222e-11,complete,none,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,3,step_003_recorded_height_050mm_dur_17.40s,7,[7],13.479999999988234,13.479999999988234,16.149999999999725,16.149999999999725,{},{},{},1.0,{},False,0.0,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.0,complete,none,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,4,step_004_recorded_height_050mm_dur_10.13s,8,[8],13.479999999988234,13.595333333321568,16.149999999999725,16.416666666666377,"{""front_right_knee"":17.3}","{""front_right_knee"":17.67212458022602}","{""front_right_knee"":0.3721245802260178}",1.0,{},True,64.8750000000037,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.15133333333331817,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,4,step_004_recorded_height_050mm_dur_10.13s,9,[9],13.595333333321568,13.644666666654901,16.416666666666377,16.549999999999702,"{""front_right_knee"":24.7}","{""front_right_knee"":24.46538974758568}","{""front_right_knee"":-0.23461025241432054}",1.0,{},True,55.50000000000315,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.08399999999999243,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,4,step_004_recorded_height_050mm_dur_10.13s,10,[10],13.644666666654901,13.7006666666549,16.549999999999702,16.74999999999969,"{""front_right_hip"":35.5}","{""front_right_hip"":35.76834905462058}","{""front_right_hip"":0.2683490546205789}",1.0,{},True,42.00000000000238,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.14399999999998864,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,4,step_004_recorded_height_050mm_dur_10.13s,11,[11],13.7006666666549,13.9126666666549,16.74999999999969,17.083333333333005,"{""front_right_hip"":3.7}","{""front_right_hip"":3.6031415406336946}","{""front_right_hip"":-0.09685845936630555}",1.0,{},True,95.40000000000542,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.12133333333331439,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,4,step_004_recorded_height_050mm_dur_10.13s,12,[12],13.9126666666549,13.9406666666549,17.083333333333005,17.21666666666633,"{""front_right_hip"":-0.5}","{""front_right_hip"":-1.0720168648644863}","{""front_right_hip"":-0.5720168648644863}",1.0,{},True,31.50000000000179,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.10533333333332576,complete,servo_completion_extension,,
