profile,replay_run_id,plan_sha256,worker_plan_sha256,source_step_index,source_step_id,segment_index_zero_based,event_indices_zero_based,planned_start_s,planned_end_s,actual_start_sim_time,actual_end_sim_time,servo_targets,measured_servo_positions_at_transition,servo_errors,effective_tolerance_deg,recorded_servo_residual_deg,legacy_missing_endpoint,servo_measured_average_velocity_deg_s,sampled_joint_velocity,wheel_target_rad_s,wheel_duration_s,contact_ground_state,completion_extension_s,progress_improvement,gap_reason,stop_reason,last_error
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,1,step_001_recorded_height_050mm_dur_6.20s,0,[0],3.599999999996726,3.7306666666633923,5.483333333333396,5.7500000000000755,"{""rear_left_hip"":19.6}","{""rear_left_hip"":19.768117614306476}","{""rear_left_hip"":0.16811761430647465}",1.0,{},True,73.49999999999635,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.13600000000001325,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,1,step_001_recorded_height_050mm_dur_6.20s,1,[1],3.999999999996362,4.041999999996362,6.083333333333425,6.150000000000095,"{""rear_left_hip"":25.9}","{""rear_left_hip"":26.49793202270652}","{""rear_left_hip"":0.597932022706523}",1.0,{},True,94.49999999999525,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.02466666666667,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,1,step_001_recorded_height_050mm_dur_6.20s,2,[2],4.19999999999618,4.214666666662847,6.350000000000105,6.416666666666775,"{""rear_left_hip"":28.1}","{""rear_left_hip"":28.532798022576607}","{""rear_left_hip"":0.4327980225766055}",1.0,{},True,32.9999999999984,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.052000000000003294,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2,step_002_recorded_height_050mm_dur_5.40s,3,[3],8.599999999992178,8.681333333325512,10.816666666666693,11.21666666666667,"{""front_right_hip"":12.2}","{""front_right_hip"":12.403346805027592}","{""front_right_hip"":0.20334680502759284}",1.0,{},True,30.500000000001734,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.31866666666664395,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2,step_002_recorded_height_050mm_dur_5.40s,4,[4],8.999999999991815,9.161999999991815,11.549999999999985,11.883333333333299,"{""front_right_hip"":36.5}","{""front_right_hip"":36.470752048486354}","{""front_right_hip"":-0.029247951513646342}",1.0,{},True,72.90000000000414,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.17133333333331438,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2,step_002_recorded_height_050mm_dur_5.40s,5,[5],9.39999999999145,9.449333333324784,12.14999999999995,12.283333333333276,"{""front_right_hip"":43.9}","{""front_right_hip"":44.50603247489948}","{""front_right_hip"":0.6060324748994788}",1.0,{},True,55.50000000000315,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.08399999999999243,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,3,step_003_recorded_height_050mm_dur_17.40s,6,[6],14.199999999987085,27.19999999997532,17.083333333333005,30.083333333332266,{},{},{},1.0,{},False,0.0,null,"{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}",12.999999999988233,{},1.1027623258996755e-11,complete,implicit_timestamp_gap,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,3,step_003_recorded_height_050mm_dur_17.40s,7,[7],27.19999999997532,27.19999999997532,30.083333333332266,30.083333333332266,{},{},{},1.0,{},False,0.0,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.0,complete,none,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,4,step_004_recorded_height_050mm_dur_10.13s,8,[8],31.933333333304347,32.04866666663768,34.816666666665334,35.083333333331986,"{""front_right_knee"":17.3}","{""front_right_knee"":17.657661654658515}","{""front_right_knee"":0.3576616546585143}",1.0,{},True,64.8750000000037,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.15133333333331817,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,4,step_004_recorded_height_050mm_dur_10.13s,9,[9],32.33333333330398,32.38266666663732,35.4166666666653,35.549999999998626,"{""front_right_knee"":24.7}","{""front_right_knee"":24.9156170346527}","{""front_right_knee"":0.215617034652702}",1.0,{},True,55.50000000000315,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.08399999999999243,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,4,step_004_recorded_height_050mm_dur_10.13s,10,[10],33.93333333330253,33.989333333302525,37.149999999998535,37.34999999999852,"{""front_right_hip"":35.5}","{""front_right_hip"":35.746027996412984}","{""front_right_hip"":0.2460279964129839}",1.0,{},True,42.00000000000238,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.14399999999998864,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,4,step_004_recorded_height_050mm_dur_10.13s,11,[11],34.333333333302164,34.54533333330217,37.7499999999985,38.083333333331815,"{""front_right_hip"":3.7}","{""front_right_hip"":3.4470217723405976}","{""front_right_hip"":-0.2529782276594026}",1.0,{},True,95.40000000000542,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.12133333333331439,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,4,step_004_recorded_height_050mm_dur_10.13s,12,[12],34.7333333333018,34.7613333333018,38.283333333331804,38.34999999999847,"{""front_right_hip"":-0.5}","{""front_right_hip"":-0.6106428157937083}","{""front_right_hip"":-0.11064281579370827}",1.0,{},True,63.00000000000358,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.03866666666666288,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,4,step_004_recorded_height_050mm_dur_10.13s,13,[13],35.13333333330144,35.14733333330144,38.749999999998444,38.88333333333177,"{""front_right_hip"":-2.6}","{""front_right_hip"":-3.086917974263194}","{""front_right_hip"":-0.4869179742631937}",1.0,{},True,15.750000000000895,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.11933333333332576,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,4,step_004_recorded_height_050mm_dur_10.13s,14,[14],35.93333333330071,35.96133333330071,39.683333333331724,39.88333333333171,"{""front_right_hip"":1.6}","{""front_right_hip"":2.31269810593073}","{""front_right_hip"":0.7126981059307302}",1.0,{},True,21.000000000001194,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.17199999999998863,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,4,step_004_recorded_height_050mm_dur_10.13s,15,[15],36.333333333300345,36.34733333330035,40.28333333333169,40.34999999999835,"{""front_right_hip"":3.7}","{""front_right_hip"":3.784533435742662}","{""front_right_hip"":0.08453343574266192}",1.0,{},True,31.50000000000179,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.05266666666666288,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,5,step_005_recorded_height_050mm_dur_21.20s,16,"[16,17,18,19,20,21,22,23,24]",56.333333333282155,57.533333333281064,60.349999999997216,61.54999999999715,"{""front_left_hip"":0.0,""front_left_knee"":-14.5,""front_right_hip"":3.7,""front_right_knee"":24.7,""rear_left_hip"":28.1,""rear_left_knee"":0.0,""rear_right_hip"":0.0,""rear_right_knee"":0.0}","{""front_left_hip"":-0.0777110123494348,""front_left_knee"":-15.288321135118885,""front_right_hip"":3.5828247160606685,""front_right_knee"":24.638545288329258,""rear_left_hip"":28.030920845005948,""rear_left_knee"":0.13040668072915107,""rear_right_hip"":0.04395146689623869,""rear_right_knee"":0.2041001129847177}","{""front_left_hip"":-0.0777110123494348,""front_left_knee"":-0.7883211351188848,""front_right_hip"":-0.11717528393933163,""front_right_knee"":-0.06145471167074135,""rear_left_hip"":-0.06907915499405348,""rear_left_knee"":0.13040668072915107,""rear_right_hip"":0.04395146689623869,""rear_right_knee"":0.2041001129847177}",1.0,{},True,12.08333333333402,null,"{""front_left_ankle"":-1.05,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",1.1999999999989086,{},1.0231815394945443e-12,complete,implicit_timestamp_gap,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,5,step_005_recorded_height_050mm_dur_21.20s,17,[25],57.533333333281064,57.533333333281064,61.54999999999715,61.54999999999715,{},{},{},1.0,{},False,0.0,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.0,complete,none,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,6,step_006_recorded_height_050mm_dur_8.40s,18,[26],62.93333333327615,66.53333333327288,66.94999999999935,70.55000000000221,{},{},{},1.0,{},False,0.0,null,"{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}",3.599999999996726,{},6.139089236967266e-12,complete,implicit_timestamp_gap,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,6,step_006_recorded_height_050mm_dur_8.40s,19,[27],66.53333333327288,66.53333333327288,70.55000000000221,70.55000000000221,{},{},{},1.0,{},False,0.0,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.0,complete,none,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,7,step_007_recorded_height_050mm_dur_11.40s,20,[28],74.13333333326597,74.1406666665993,78.15000000000826,78.21666666667498,"{""rear_left_hip"":27.0}","{""rear_left_hip"":26.408285273283585}","{""rear_left_hip"":-0.5917147267164147}",1.0,{},True,16.49999999998689,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.059333333333386376,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,7,step_007_recorded_height_050mm_dur_11.40s,21,[29],74.5333333332656,74.60399999993227,78.6166666666753,78.81666666667546,"{""rear_left_hip"":16.4}","{""rear_left_hip"":16.25358737823901}","{""rear_left_hip"":-0.14641262176098735}",1.0,{},True,52.99999999995782,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.1293333333334925,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,7,step_007_recorded_height_050mm_dur_11.40s,22,[30],74.93333333326524,75.02533333326524,79.15000000000906,79.9500000000097,"{""rear_left_hip"":2.6}","{""rear_left_hip"":2.19240478618098}","{""rear_left_hip"":-0.40759521381902}",1.0,{},True,17.249999999986272,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.7080000000006367,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,7,step_007_recorded_height_050mm_dur_11.40s,23,[31],75.33333333326487,75.33999999993154,80.2833333333433,80.35000000001001,"{""rear_left_hip"":1.6}","{""rear_left_hip"":2.06243320769378}","{""rear_left_hip"":0.4624332076937796}",1.0,{},True,14.999999999988063,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.06000000000005305,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,8,step_008_recorded_height_050mm_dur_14.20s,24,[32],88.9333333332525,89.00399999991917,93.95000000002084,94.35000000002115,"{""front_left_knee"":-25.1}","{""front_left_knee"":-25.523818936604677}","{""front_left_knee"":-0.4238189366046754}",1.0,{},True,26.49999999997891,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.32933333333365167,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,8,step_008_recorded_height_050mm_dur_14.20s,25,[33],89.33333333325214,89.35399999991881,94.68333333335475,94.81666666668819,"{""front_left_knee"":-28.2}","{""front_left_knee"":-28.660252048758288}","{""front_left_knee"":-0.4602520487582886}",1.0,{},True,23.249999999981483,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.11266666666677279,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,8,step_008_recorded_height_050mm_dur_14.20s,26,[34],89.73333333325178,89.74066666658511,95.21666666668851,95.35000000002195,"{""front_left_knee"":-29.3}","{""front_left_knee"":-28.96576128769108}","{""front_left_knee"":0.3342387123089203}",1.0,{},True,8.249999999993445,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.1260000000001061,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,8,step_008_recorded_height_050mm_dur_14.20s,27,[35],90.93333333325069,90.95066666658403,96.5500000000229,96.61666666668962,"{""front_left_hip"":2.6}","{""front_left_hip"":2.1606883756227355}","{""front_left_hip"":-0.43931162437726456}",1.0,{},True,38.99999999996896,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.04933333333338639,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,8,step_008_recorded_height_050mm_dur_14.20s,28,[36],91.33333333325032,91.54533333325033,97.01666666668994,97.5500000000237,"{""front_left_hip"":34.4}","{""front_left_hip"":34.76994697811966}","{""front_left_hip"":0.36994697811966404}",1.0,{},True,59.62499999995255,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.3213333333337578,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,8,step_008_recorded_height_050mm_dur_14.20s,29,[37],91.73333333324996,91.81799999991662,97.75000000002386,98.15000000002418,"{""front_left_hip"":47.1}","{""front_left_hip"":47.528941838284}","{""front_left_hip"":0.4289418382839969}",1.0,{},True,31.74999999997474,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.31533333333365166,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,8,step_008_recorded_height_050mm_dur_14.20s,30,[38],92.1333333332496,92.17599999991626,98.48333333335778,98.68333333335794,"{""front_left_hip"":53.5}","{""front_left_hip"":54.11585674553382}","{""front_left_hip"":0.6158567455338186}",1.0,{},True,31.999999999974527,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.1573333333334925,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,9,step_009_recorded_height_050mm_dur_10.60s,31,[39],97.26666666657826,97.37933333324493,103.81666666669535,104.08333333336223,"{""front_left_knee"":-12.4}","{""front_left_knee"":-11.60936438964387}","{""front_left_knee"":0.7906356103561301}",1.0,{},True,63.37499999994956,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.15400000000021224,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,9,step_009_recorded_height_050mm_dur_10.60s,32,[40],97.6666666665779,97.69533333324456,104.41666666669583,104.48333333336255,"{""front_left_knee"":-8.1}","{""front_left_knee"":-8.188517931582698}","{""front_left_knee"":-0.0885179315826985}",1.0,{},True,64.49999999994868,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.03800000000005305,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,9,step_009_recorded_height_050mm_dur_10.60s,33,[41],98.99999999991002,99.07799999991002,105.81666666669695,106.21666666669726,"{""front_left_hip"":41.8}","{""front_left_hip"":41.27169284151401}","{""front_left_hip"":-0.5283071584859869}",1.0,{},True,29.24999999997673,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.3220000000003183,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,9,step_009_recorded_height_050mm_dur_10.60s,34,[42],99.39999999990965,99.44933333324299,106.55000000003086,106.75000000003102,"{""front_left_hip"":34.4}","{""front_left_hip"":33.89498608506269}","{""front_left_hip"":-0.5050139149373081}",1.0,{},True,36.99999999997055,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.15066666666682582,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,9,step_009_recorded_height_050mm_dur_10.60s,35,[43],99.79999999990929,99.80666666657595,107.15000000003134,107.21666666669806,"{""front_left_hip"":33.4}","{""front_left_hip"":32.92202222269979}","{""front_left_hip"":-0.47797777730021096}",1.0,{},True,14.999999999988063,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.06000000000005305,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,9,step_009_recorded_height_050mm_dur_10.60s,36,[44],101.93333333324068,101.95466666657401,109.35000000003309,109.48333333336653,"{""front_left_hip"":30.2}","{""front_left_hip"":29.713513539329615}","{""front_left_hip"":-0.4864864606703847}",1.0,{},True,23.999999999980897,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.11200000000010611,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,9,step_009_recorded_height_050mm_dur_10.60s,37,[45],102.33333333324032,102.34733333324031,109.88333333336685,109.95000000003357,"{""front_left_hip"":28.1}","{""front_left_hip"":27.553613063380237}","{""front_left_hip"":-0.5463869366197649}",1.0,{},True,31.4999999999749,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.052666666666719736,complete,servo_completion_extension,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,10,step_010_recorded_height_050mm_dur_36.80s,38,[46],107.13333333323595,139.39999999987327,114.75000000003739,147.0166666666973,{},{},{},1.0,{},False,0.0,null,"{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}",32.26666666663732,{},2.2581048142455984e-11,complete,implicit_timestamp_gap,,
raw,5d60b3f96f014fa9a9544d7b033b5400,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,2bc2c454b267f7d259b9553f646496f76d8707a9d0e3231ec7f4a5f6b1c3c601,10,step_010_recorded_height_050mm_dur_36.80s,39,[47],139.39999999987327,139.39999999987327,147.0166666666973,147.0166666666973,{},{},{},1.0,{},False,0.0,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.0,complete,none,,
