sim_time_s,sim_step,source_step,command_cursor,segment_cursor,event_cursor,scheduler_state,base_x_m,base_y_m,base_z_m,base_roll_rad,base_pitch_rad,base_yaw_rad,robot_state_finite,active_contact_count_available,geometry_support_candidate_count,stability_state,joint_limit_violation
1.5666666666666635,188,1,0,0,0,PREPARING,-0.003989968448877335,-0.000993184745311737,0.09901051968336105,-3.8795075004099296e-05,-0.012018071330770567,0.0030498701370338887,True,False,4,stable,False
1.63333333333333,196,1,0,0,0,PREPARING,-0.004020538181066513,-0.0009933039546012878,0.09900183975696564,-3.801701551617001e-05,-0.012015386625265804,0.003050028860425154,True,False,4,stable,False
1.6999999999999964,204,1,1,0,1,PLAYING,-0.004000652581453323,-0.0007582157850265503,0.0983428955078125,-0.0024392737302030712,-0.014909653559968688,0.003089832597486038,True,False,4,recoverable,False
1.7666666666666628,212,1,1,0,1,PLAYING,-0.004373852163553238,-0.0003873854875564575,0.09771818667650223,-0.006255923004773723,-0.018199221056880203,0.0031591270377300568,True,False,4,recoverable,False
1.8333333333333293,220,1,2,1,2,PLAYING,-0.004942107945680618,0.0002981796860694885,0.0968470647931099,-0.013356214376217064,-0.023883370767053057,0.003318437916967493,True,False,3,recoverable,False
1.8999999999999957,228,1,2,1,2,PLAYING,-0.005707547068595886,0.0010944828391075134,0.09592989832162857,-0.021682763414511332,-0.030111071837592932,0.003552245842832492,True,False,3,recoverable,False
1.9666666666666621,236,1,3,2,3,PLAYING,-0.006197065114974976,0.0015234500169754028,0.09544743597507477,-0.026215576756244596,-0.033326463115747836,0.003703344578011384,True,False,3,recoverable,False
2.0333333333333288,244,2,4,3,4,PLAYING,-0.0065867118537425995,0.00205308198928833,0.0948755070567131,-0.03181726684111262,-0.03749204331894539,0.003909576444479902,True,False,3,recoverable,False
2.099999999999995,252,2,5,4,5,PLAYING,-0.00707177072763443,0.002849780023097992,0.09403334558010101,-0.04031110945462467,-0.04385660139899826,0.004272108812987994,True,False,3,recoverable,False
2.1666666666666616,260,2,5,4,5,PLAYING,-0.007832741364836693,0.004448816180229187,0.09231247752904892,-0.05750029997255086,-0.05688708802589944,0.00513302116368552,True,False,4,recoverable,False
2.233333333333328,268,2,5,4,5,PLAYING,-0.009502299129962921,0.006421081721782684,0.09014791250228882,-0.07934637607691689,-0.0727870826735177,0.006594066418627865,True,False,4,recoverable,False
2.2999999999999945,276,2,6,5,6,PLAYING,-0.00995841808617115,0.006420858204364777,0.09005135297775269,-0.07958346482004815,-0.07250271732078305,0.00656292877305653,True,False,4,recoverable,False
2.366666666666661,284,2,6,5,6,PLAYING,-0.009857013821601868,0.006410136818885803,0.08999340981245041,-0.07951539175492006,-0.07246841854179348,0.006559091982844718,True,False,4,recoverable,False
2.4333333333333274,292,2,6,5,6,PLAYING,-0.009633954614400864,0.006432980298995972,0.08996431529521942,-0.07971575862592374,-0.0726852649858326,0.006556359500473215,True,False,3,recoverable,False
2.499999999999994,300,2,6,5,6,PLAYING,-0.009516160935163498,0.006434768438339233,0.08993019163608551,-0.07975762557837816,-0.07270784094096505,0.006557521789993697,True,False,3,recoverable,False
2.56666666666666,308,2,6,5,6,PLAYING,-0.00946800410747528,0.006444185972213745,0.08991739153862,-0.07982768737418973,-0.07270396570548375,0.0065400640529591865,True,False,3,recoverable,False
2.6333333333333266,316,2,6,5,6,PLAYING,-0.00953013263642788,0.00644964724779129,0.08991514146327972,-0.07988187109284782,-0.07266049340407472,0.006534918683256209,True,False,3,recoverable,False
