source_version,source_step_index,source_event_indices,decoded_segment_index,command_start_s,command_end_s,commands,servo_target_deg,wheel_target_rad_s,concurrent,servo_duration_s,wheel_duration_s,explicit_hold_s,final_segment_duration_s,expected_wheel_displacement_rad,command_provenance
v012_20260806_231025_027004_manual,1,[0],0,0.0,0.010666666666666668,"[""servo rear_left_hip 1.6""]","{""rear_left_hip"":1.6}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",False,0.010666666666666668,0.0,0.0,0.010666666666666668,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo rear_left_hip 1.6"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":0,""source_event_index"":0,""source_expanded_index"":0,""source_step_index"":1}]"
v012_20260806_231025_027004_manual,1,[1],1,0.010666666666666668,0.07400000000000001,"[""servo rear_left_hip 11.1""]","{""rear_left_hip"":11.1}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",False,0.06333333333333334,0.0,0.0,0.06333333333333334,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo rear_left_hip 11.1"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":1,""source_event_index"":1,""source_expanded_index"":0,""source_step_index"":1}]"
v012_20260806_231025_027004_manual,1,[2],2,0.07400000000000001,0.11666666666666668,"[""servo rear_left_hip 17.5""]","{""rear_left_hip"":17.5}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",False,0.04266666666666667,0.0,0.0,0.04266666666666667,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo rear_left_hip 17.5"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":2,""source_event_index"":2,""source_expanded_index"":0,""source_step_index"":1}]"
v012_20260806_231025_027004_manual,1,[3],3,0.11666666666666668,0.14466666666666667,"[""servo rear_left_hip 21.7""]","{""rear_left_hip"":21.7}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",False,0.027999999999999994,0.0,0.0,0.027999999999999983,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo rear_left_hip 21.7"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":3,""source_event_index"":3,""source_expanded_index"":0,""source_step_index"":1}]"
v012_20260806_231025_027004_manual,1,[4],4,0.14466666666666667,0.152,"[""servo rear_left_hip 22.8""]","{""rear_left_hip"":22.8}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",False,0.007333333333333343,0.0,0.0,0.007333333333333331,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo rear_left_hip 22.8"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":4,""source_event_index"":4,""source_expanded_index"":0,""source_step_index"":1}]"
v012_20260806_231025_027004_manual,2,[0],5,0.152,14.085333333130576,"[""wheel all 0.300""]",{},"{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}",False,0.0,13.933333333130577,0.0,13.933333333130577,"{""front_left_ankle"":4.179999999939173,""front_right_ankle"":4.179999999939173,""rear_left_ankle"":4.179999999939173,""rear_right_ankle"":4.179999999939173}","[{""base_command"":""wheel all 0.300"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":5,""source_event_index"":0,""source_expanded_index"":0,""source_step_index"":2}]"
v012_20260806_231025_027004_manual,2,[1],6,14.085333333130576,14.085333333130576,"[""wheel stop""]",{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",False,0.0,0.0,0.0,0.0,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""wheel stop"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":6,""source_event_index"":1,""source_expanded_index"":0,""source_step_index"":2}]"
v012_20260806_231025_027004_manual,3,[0],7,14.085333333130576,14.123999999797242,"[""servo front_right_hip 5.8""]","{""front_right_hip"":5.8}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",False,0.03866666666666667,0.0,0.0,0.03866666666666596,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_right_hip 5.8"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":7,""source_event_index"":0,""source_expanded_index"":0,""source_step_index"":3}]"
v012_20260806_231025_027004_manual,3,[1],8,14.123999999797242,14.159333333130576,"[""servo front_right_hip 11.1""]","{""front_right_hip"":11.1}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",False,0.035333333333333335,0.0,0.0,0.03533333333333388,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_right_hip 11.1"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":8,""source_event_index"":1,""source_expanded_index"":0,""source_step_index"":3}]"
v012_20260806_231025_027004_manual,3,[2],9,14.159333333130576,14.201999999797243,"[""servo front_right_hip 17.5""]","{""front_right_hip"":17.5}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",False,0.04266666666666667,0.0,0.0,0.0426666666666673,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_right_hip 17.5"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":9,""source_event_index"":2,""source_expanded_index"":0,""source_step_index"":3}]"
