source_version,source_step_index,source_event_indices,decoded_segment_index,command_start_s,command_end_s,commands,servo_target_deg,wheel_target_rad_s,concurrent,servo_duration_s,wheel_duration_s,explicit_hold_s,final_segment_duration_s,expected_wheel_displacement_rad,command_provenance
v010_20260806_220745_363972_manual,1,[0],0,0.0,0.06,"[""servo rear_left_hip 9.0""]","{""rear_left_hip"":9.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",False,0.06,0.0,0.0,0.06,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo rear_left_hip 9.0"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":0,""source_event_index"":0,""source_expanded_index"":0,""source_step_index"":1}]"
v010_20260806_220745_363972_manual,1,[1],1,0.06,0.11666666666666667,"[""servo rear_left_hip 17.5""]","{""rear_left_hip"":17.5}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",False,0.056666666666666664,0.0,0.0,0.05666666666666667,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo rear_left_hip 17.5"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":1,""source_event_index"":1,""source_expanded_index"":0,""source_step_index"":1}]"
v010_20260806_220745_363972_manual,1,[2],2,0.11666666666666667,0.22266666666666668,"[""servo rear_left_hip 33.4""]","{""rear_left_hip"":33.4}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",False,0.106,0.0,0.0,0.10600000000000001,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo rear_left_hip 33.4"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":2,""source_event_index"":2,""source_expanded_index"":0,""source_step_index"":1}]"
v010_20260806_220745_363972_manual,1,[3],3,0.22266666666666668,0.2506666666666667,"[""servo rear_left_hip 37.6""]","{""rear_left_hip"":37.6}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",False,0.028000000000000018,0.0,0.0,0.028000000000000025,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo rear_left_hip 37.6"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":3,""source_event_index"":3,""source_expanded_index"":0,""source_step_index"":1}]"
v010_20260806_220745_363972_manual,2,[0],4,0.2506666666666667,13.183999999811796,"[""wheel all 0.300""]",{},"{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}",False,0.0,12.933333333145129,0.0,12.933333333145129,"{""front_left_ankle"":3.8799999999435384,""front_right_ankle"":3.8799999999435384,""rear_left_ankle"":3.8799999999435384,""rear_right_ankle"":3.8799999999435384}","[{""base_command"":""wheel all 0.300"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":4,""source_event_index"":0,""source_expanded_index"":0,""source_step_index"":2}]"
v010_20260806_220745_363972_manual,2,[1],5,13.183999999811796,13.183999999811796,"[""wheel stop""]",{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",False,0.0,0.0,0.0,0.0,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""wheel stop"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":5,""source_event_index"":1,""source_expanded_index"":0,""source_step_index"":2}]"
v010_20260806_220745_363972_manual,3,[0],6,13.183999999811796,13.235999999811796,"[""servo front_right_knee 7.8""]","{""front_right_knee"":7.8}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",False,0.052,0.0,0.0,0.0519999999999996,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_right_knee 7.8"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":6,""source_event_index"":0,""source_expanded_index"":0,""source_step_index"":3}]"
v010_20260806_220745_363972_manual,3,[1],7,13.235999999811796,13.383999999811795,"[""servo front_right_knee 30.0""]","{""front_right_knee"":30.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",False,0.148,0.0,0.0,0.1479999999999997,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_right_knee 30.0"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":7,""source_event_index"":1,""source_expanded_index"":0,""source_step_index"":3}]"
v010_20260806_220745_363972_manual,3,[2],8,13.383999999811795,13.461333333145129,"[""servo front_right_knee 41.6""]","{""front_right_knee"":41.6}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",False,0.07733333333333334,0.0,0.0,0.0773333333333337,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_right_knee 41.6"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":8,""source_event_index"":2,""source_expanded_index"":0,""source_step_index"":3}]"
v010_20260806_220745_363972_manual,3,[3],9,13.461333333145129,13.482666666478462,"[""servo front_right_knee 44.8""]","{""front_right_knee"":44.8}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",False,0.021333333333333305,0.0,0.0,0.02133333333333276,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_right_knee 44.8"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":9,""source_event_index"":3,""source_expanded_index"":0,""source_step_index"":3}]"
