source_version,source_step_index,source_step_id,source_event_indices,source_event_times_s,source_actual_recording_times_s,source_command_start_sim_times_s,source_atomic_batch_ids,source_atomic_event,plan_segment_index,plan_event_indices,commands,servo_target_deg,wheel_requested_target_rad_s,wheel_applied_target_rad_s,runtime_150_start_s,runtime_150_end_s,runtime_150_duration_s,runtime_150_servo_duration_s,runtime_150_wheel_duration_s,runtime_150_explicit_hold_s,counterfactual_30_start_s,counterfactual_30_end_s,counterfactual_30_duration_s,delta_30_minus_150_start_s,delta_30_minus_150_end_s,delta_30_minus_150_duration_s,concurrent_servo_wheel,expected_wheel_displacement_rad,command_provenance
v003_20260805_224517_157723_manual,7,step_007_recorded_height_050mm_dur_11.40s,[1],[5.799999999994725],[5.799999999994725],[633.8499999995879],[],False,21,[29],"[""servo rear_left_hip 16.4""]","{""rear_left_hip"":16.4}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",18.803999999983866,18.874666666650533,0.07066666666666777,0.07066666666666667,0.0,0.0,22.819999999983867,23.1733333333172,0.3533333333333317,4.016000000000002,4.298666666666666,0.28266666666666396,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo rear_left_hip 16.4"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":29,""source_event_index"":1,""source_expanded_index"":0,""source_step_index"":7}]"
v003_20260805_224517_157723_manual,7,step_007_recorded_height_050mm_dur_11.40s,[2],[6.199999999994361],[6.199999999994361],[634.2499999995875],[],False,22,[30],"[""servo rear_left_hip 2.6""]","{""rear_left_hip"":2.6}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",18.874666666650533,18.966666666650532,0.09199999999999875,0.092,0.0,0.0,23.1733333333172,23.6333333333172,0.46000000000000085,4.298666666666666,4.666666666666668,0.3680000000000021,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo rear_left_hip 2.6"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":30,""source_event_index"":2,""source_expanded_index"":0,""source_step_index"":7}]"
v003_20260805_224517_157723_manual,7,step_007_recorded_height_050mm_dur_11.40s,[3],[6.599999999993997],[6.599999999993997],[634.6499999995872],[],False,23,[31],"[""servo rear_left_hip 1.6""]","{""rear_left_hip"":1.6}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",18.966666666650532,18.9733333333172,0.006666666666667709,0.006666666666666667,0.0,0.0,23.6333333333172,23.666666666650535,0.03333333333333499,4.666666666666668,4.693333333333335,0.026666666666667282,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo rear_left_hip 1.6"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":31,""source_event_index"":3,""source_expanded_index"":0,""source_step_index"":7}]"
v003_20260805_224517_157723_manual,8,step_008_recorded_height_050mm_dur_14.20s,[0],[8.799999999991996],[8.799999999991996],[657.6499999995663],[],False,24,[32],"[""servo front_left_knee -25.1""]","{""front_left_knee"":-25.1}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",18.9733333333172,19.043999999983868,0.07066666666666777,0.07066666666666667,0.0,0.0,23.666666666650535,24.019999999983867,0.3533333333333317,4.693333333333335,4.975999999999999,0.28266666666666396,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_left_knee -25.1"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":32,""source_event_index"":0,""source_expanded_index"":0,""source_step_index"":8}]"
v003_20260805_224517_157723_manual,8,step_008_recorded_height_050mm_dur_14.20s,[1],[9.199999999991633],[9.199999999991633],[658.0499999995659],[],False,25,[33],"[""servo front_left_knee -28.2""]","{""front_left_knee"":-28.2}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",19.043999999983868,19.064666666650535,0.020666666666667055,0.020666666666666653,0.0,0.0,24.019999999983867,24.1233333333172,0.10333333333333172,4.975999999999999,5.058666666666664,0.08266666666666467,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_left_knee -28.2"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":33,""source_event_index"":1,""source_expanded_index"":0,""source_step_index"":8}]"
v003_20260805_224517_157723_manual,8,step_008_recorded_height_050mm_dur_14.20s,[2],[9.599999999991269],[9.599999999991269],[658.4499999995655],[],False,26,[34],"[""servo front_left_knee -29.3""]","{""front_left_knee"":-29.3}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",19.064666666650535,19.071999999983866,0.0073333333333316375,0.007333333333333343,0.0,0.0,24.1233333333172,24.159999999983864,0.03666666666666529,5.058666666666664,5.087999999999997,0.029333333333333655,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_left_knee -29.3"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":34,""source_event_index"":2,""source_expanded_index"":0,""source_step_index"":8}]"
v003_20260805_224517_157723_manual,8,step_008_recorded_height_050mm_dur_14.20s,[3],[10.799999999990177],[10.799999999990177],[659.6499999995644],[],False,27,[35],"[""servo front_left_hip 2.6""]","{""front_left_hip"":2.6}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",19.071999999983866,19.0893333333172,0.0173333333333332,0.017333333333333333,0.0,0.0,24.159999999983864,24.24666666665053,0.086666666666666,5.087999999999997,5.15733333333333,0.0693333333333328,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_left_hip 2.6"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":35,""source_event_index"":3,""source_expanded_index"":0,""source_step_index"":8}]"
v003_20260805_224517_157723_manual,8,step_008_recorded_height_050mm_dur_14.20s,[4],[11.199999999989814],[11.199999999989814],[660.0499999995641],[],False,28,[36],"[""servo front_left_hip 34.4""]","{""front_left_hip"":34.4}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",19.0893333333172,19.3013333333172,0.21199999999999974,0.212,0.0,0.0,24.24666666665053,25.30666666665053,1.0599999999999987,5.15733333333333,6.005333333333329,0.847999999999999,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_left_hip 34.4"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":36,""source_event_index"":4,""source_expanded_index"":0,""source_step_index"":8}]"
v003_20260805_224517_157723_manual,8,step_008_recorded_height_050mm_dur_14.20s,[5],[11.59999999998945],[11.59999999998945],[660.4499999995637],[],False,29,[37],"[""servo front_left_hip 47.1""]","{""front_left_hip"":47.1}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",19.3013333333172,19.385999999983866,0.08466666666666711,0.08466666666666668,0.0,0.0,25.30666666665053,25.72999999998386,0.423333333333332,6.005333333333329,6.343999999999994,0.3386666666666649,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_left_hip 47.1"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":37,""source_event_index"":5,""source_expanded_index"":0,""source_step_index"":8}]"
v003_20260805_224517_157723_manual,8,step_008_recorded_height_050mm_dur_14.20s,[6],[11.999999999989086],[11.999999999989086],[660.8499999995634],[],False,30,[38],"[""servo front_left_hip 53.5""]","{""front_left_hip"":53.5}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",19.385999999983866,19.428666666650532,0.04266666666666552,0.04266666666666666,0.0,0.0,25.72999999998386,25.943333333317195,0.2133333333333347,6.343999999999994,6.514666666666663,0.1706666666666692,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_left_hip 53.5"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":38,""source_event_index"":6,""source_expanded_index"":0,""source_step_index"":8}]"
v003_20260805_224517_157723_manual,9,step_009_recorded_height_050mm_dur_10.60s,[0],[2.9333333333306655],[2.9333333333306655],[672.1833333328864],[],False,31,[39],"[""servo front_left_knee -12.4""]","{""front_left_knee"":-12.4}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",19.428666666650532,19.541333333317198,0.1126666666666658,0.11266666666666665,0.0,0.0,25.943333333317195,26.506666666650528,0.5633333333333326,6.514666666666663,6.96533333333333,0.45066666666666677,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_left_knee -12.4"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":39,""source_event_index"":0,""source_expanded_index"":0,""source_step_index"":9}]"
v003_20260805_224517_157723_manual,9,step_009_recorded_height_050mm_dur_10.60s,[1],[3.3333333333303017],[3.3333333333303017],[672.583333332886],[],False,32,[40],"[""servo front_left_knee -8.1""]","{""front_left_knee"":-8.1}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",19.541333333317198,19.569999999983864,0.028666666666666174,0.02866666666666667,0.0,0.0,26.506666666650528,26.649999999983862,0.14333333333333442,6.96533333333333,7.079999999999998,0.11466666666666825,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_left_knee -8.1"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":40,""source_event_index"":1,""source_expanded_index"":0,""source_step_index"":9}]"
v003_20260805_224517_157723_manual,9,step_009_recorded_height_050mm_dur_10.60s,[2],[4.666666666662422],[4.666666666662422],[673.9166666662181],[],False,33,[41],"[""servo front_left_hip 41.8""]","{""front_left_hip"":41.8}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",19.569999999983864,19.647999999983863,0.0779999999999994,0.07800000000000001,0.0,0.0,26.649999999983862,27.039999999983863,0.39000000000000057,7.079999999999998,7.3919999999999995,0.31200000000000117,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_left_hip 41.8"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":41,""source_event_index"":2,""source_expanded_index"":0,""source_step_index"":9}]"
v003_20260805_224517_157723_manual,9,step_009_recorded_height_050mm_dur_10.60s,[3],[5.066666666662059],[5.066666666662059],[674.3166666662178],[],False,34,[42],"[""servo front_left_hip 34.4""]","{""front_left_hip"":34.4}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",19.647999999983863,19.697333333317196,0.04933333333333323,0.049333333333333326,0.0,0.0,27.039999999983863,27.28666666665053,0.24666666666666615,7.3919999999999995,7.589333333333332,0.19733333333333292,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_left_hip 34.4"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":42,""source_event_index"":3,""source_expanded_index"":0,""source_step_index"":9}]"
v003_20260805_224517_157723_manual,9,step_009_recorded_height_050mm_dur_10.60s,[4],[5.466666666661695],[5.466666666661695],[674.7166666662174],[],False,35,[43],"[""servo front_left_hip 33.4""]","{""front_left_hip"":33.4}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",19.697333333317196,19.703999999983864,0.006666666666667709,0.006666666666666667,0.0,0.0,27.28666666665053,27.319999999983864,0.03333333333333499,7.589333333333332,7.616,0.026666666666667282,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_left_hip 33.4"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":43,""source_event_index"":4,""source_expanded_index"":0,""source_step_index"":9}]"
v003_20260805_224517_157723_manual,9,step_009_recorded_height_050mm_dur_10.60s,[5],[7.599999999993088],[7.599999999993088],[676.8499999995488],[],False,36,[44],"[""servo front_left_hip 30.2""]","{""front_left_hip"":30.2}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",19.703999999983864,19.7253333333172,0.021333333333334537,0.02133333333333333,0.0,0.0,27.319999999983864,27.42666666665053,0.10666666666666558,7.616,7.701333333333331,0.08533333333333104,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_left_hip 30.2"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":44,""source_event_index"":5,""source_expanded_index"":0,""source_step_index"":9}]"
v003_20260805_224517_157723_manual,9,step_009_recorded_height_050mm_dur_10.60s,[6],[7.999999999992724],[7.999999999992724],[677.2499999995484],[],False,37,[45],"[""servo front_left_hip 28.1""]","{""front_left_hip"":28.1}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",19.7253333333172,19.739333333317198,0.013999999999999346,0.013999999999999986,0.0,0.0,27.42666666665053,27.49666666665053,0.07000000000000028,7.701333333333331,7.757333333333332,0.05600000000000094,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_left_hip 28.1"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":45,""source_event_index"":6,""source_expanded_index"":0,""source_step_index"":9}]"
v003_20260805_224517_157723_manual,10,step_010_recorded_height_050mm_dur_36.80s,[0],[2.199999999997999],[2.199999999997999],[686.0499999995404],[],False,38,[46],"[""wheel all 0.300""]",{},"{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}","{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}",19.739333333317198,52.00599999995452,32.26666666663732,0.0,32.26666666663732,0.0,27.49666666665053,59.76333333328785,32.26666666663732,7.757333333333332,7.757333333333328,0.0,False,"{""front_left_ankle"":9.679999999991196,""front_right_ankle"":9.679999999991196,""rear_left_ankle"":9.679999999991196,""rear_right_ankle"":9.679999999991196}","[{""base_command"":""wheel all 0.300"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":46,""source_event_index"":0,""source_expanded_index"":0,""source_step_index"":10}]"
v003_20260805_224517_157723_manual,10,step_010_recorded_height_050mm_dur_36.80s,[1],[34.46666666663532],[34.46666666663532],[718.3166666661778],[],False,39,[47],"[""wheel stop""]",{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",52.00599999995452,52.00599999995452,0.0,0.0,0.0,0.0,59.76333333328785,59.76333333328785,0.0,7.757333333333328,7.757333333333328,0.0,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""wheel stop"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":47,""source_event_index"":1,""source_expanded_index"":0,""source_step_index"":10}]"
v003_20260805_224517_157723_manual,11,step_011_recorded_height_050mm_dur_20.00s,[0],[14.199999999987085],[14.199999999987085],[339.8333333331886],"[""ddd7007fea0a4d3c965d4581f9322a77""]",True,40,"[48,49,50,51,52,53,54,55,56]","[""servo front_left_hip 28.1"",""servo front_left_knee -8.1"",""servo front_right_hip 3.7"",""servo front_right_knee -10.2"",""servo rear_left_hip 1.6"",""servo rear_left_knee 0"",""servo rear_right_hip 0"",""servo rear_right_knee 0"",""wheel fr -2.09""]","{""front_left_hip"":28.1,""front_left_knee"":-8.1,""front_right_hip"":3.7,""front_right_knee"":-10.2,""rear_left_hip"":1.6,""rear_left_knee"":0.0,""rear_right_hip"":0.0,""rear_right_knee"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":-2.09,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":-2.09,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",52.00599999995452,53.405999999953245,1.3999999999987267,0.23266666666666666,1.3999999999987267,0.0,59.76333333328785,61.16333333328657,1.3999999999987267,7.757333333333328,7.757333333333328,0.0,True,"{""front_left_ankle"":0.0,""front_right_ankle"":-2.9259999999973387,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo front_left_hip 28.1"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":48,""source_event_index"":0,""source_expanded_index"":0,""source_step_index"":11},{""base_command"":""servo front_left_knee -8.1"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":49,""source_event_index"":0,""source_expanded_index"":1,""source_step_index"":11},{""base_command"":""servo front_right_hip 3.7"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":50,""source_event_index"":0,""source_expanded_index"":2,""source_step_index"":11},{""base_command"":""servo front_right_knee -10.2"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":51,""source_event_index"":0,""source_expanded_index"":3,""source_step_index"":11},{""base_command"":""servo rear_left_hip 1.6"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":52,""source_event_index"":0,""source_expanded_index"":4,""source_step_index"":11},{""base_command"":""servo rear_left_knee 0"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":53,""source_event_index"":0,""source_expanded_index"":5,""source_step_index"":11},{""base_command"":""servo rear_right_hip 0"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":54,""source_event_index"":0,""source_expanded_index"":6,""source_step_index"":11},{""base_command"":""servo rear_right_knee 0"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":55,""source_event_index"":0,""source_expanded_index"":7,""source_step_index"":11},{""base_command"":""wheel fr -2.09"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":56,""source_event_index"":0,""source_expanded_index"":9,""source_step_index"":11}]"
v003_20260805_224517_157723_manual,11,step_011_recorded_height_050mm_dur_20.00s,[1],[15.599999999985812],[15.599999999985812],[341.2333333331873],[],False,41,[57],"[""wheel stop""]",{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",53.405999999953245,53.405999999953245,0.0,0.0,0.0,0.0,61.16333333328657,61.16333333328657,0.0,7.757333333333328,7.757333333333328,0.0,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""wheel stop"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":57,""source_event_index"":1,""source_expanded_index"":0,""source_step_index"":11}]"
v003_20260805_224517_157723_manual,12,step_012_recorded_height_050mm_dur_12.40s,[0],[4.9999999999954525],[4.9999999999954525],[385.83333333314675],[],False,42,[58],"[""servo rear_right_knee -4.9""]","{""rear_right_knee"":-4.9}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",53.405999999953245,53.43866666661991,0.03266666666666396,0.03266666666666667,0.0,0.0,61.16333333328657,61.32666666661991,0.163333333333334,7.757333333333328,7.887999999999998,0.13066666666667004,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo rear_right_knee -4.9"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":58,""source_event_index"":0,""source_expanded_index"":0,""source_step_index"":12}]"
v003_20260805_224517_157723_manual,12,step_012_recorded_height_050mm_dur_12.40s,[1],[5.199999999995271],[5.199999999995271],[386.0333333331466],[],False,43,[59],"[""servo rear_right_knee -26.1""]","{""rear_right_knee"":-26.1}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",53.43866666661991,53.579999999953245,0.14133333333333553,0.14133333333333334,0.0,0.0,61.32666666661991,62.03333333328657,0.7066666666666634,7.887999999999998,8.453333333333326,0.5653333333333279,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo rear_right_knee -26.1"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":59,""source_event_index"":1,""source_expanded_index"":0,""source_step_index"":12}]"
v003_20260805_224517_157723_manual,12,step_012_recorded_height_050mm_dur_12.40s,[2],[5.399999999995089],[5.399999999995089],[386.2333333331464],[],False,44,[60],"[""servo rear_right_knee -37.8""]","{""rear_right_knee"":-37.8}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",53.579999999953245,53.65799999995325,0.07800000000000296,0.07799999999999997,0.0,0.0,62.03333333328657,62.42333333328657,0.39000000000000057,8.453333333333326,8.765333333333324,0.3119999999999976,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo rear_right_knee -37.8"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":60,""source_event_index"":2,""source_expanded_index"":0,""source_step_index"":12}]"
v003_20260805_224517_157723_manual,12,step_012_recorded_height_050mm_dur_12.40s,[3],[5.599999999994907],[5.599999999994907],[386.4333333331462],[],False,45,[61],"[""servo rear_right_knee -39.9""]","{""rear_right_knee"":-39.9}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",53.65799999995325,53.67199999995325,0.014000000000002899,0.014000000000000009,0.0,0.0,62.42333333328657,62.49333333328657,0.07000000000000028,8.765333333333324,8.821333333333321,0.055999999999997385,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo rear_right_knee -39.9"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":61,""source_event_index"":3,""source_expanded_index"":0,""source_step_index"":12}]"
v003_20260805_224517_157723_manual,12,step_012_recorded_height_050mm_dur_12.40s,[4],[6.199999999994361],[6.199999999994361],[387.03333333314566],[],False,46,[62],"[""servo rear_right_knee -40.9""]","{""rear_right_knee"":-40.9}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",53.67199999995325,53.67866666661992,0.006666666666667709,0.006666666666666667,0.0,0.0,62.49333333328657,62.5266666666199,0.03333333333333144,8.821333333333321,8.847999999999985,0.02666666666666373,False,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","[{""base_command"":""servo rear_right_knee -40.9"",""dispatch_command"":true,""mapping_error"":"""",""plan_event_index"":62,""source_event_index"":4,""source_expanded_index"":0,""source_step_index"":12}]"
