source_version,source_directory,fast_plan_sha256,step_index,step_name,source_duration_s,source_event_count,fast_segment_range,fast_segment_first_index,fast_segment_last_index,fast_segment_count,fast_start_s,fast_end_s,fast_duration_s,fast_gap_from_previous_step_s,recorded_snapshot_gap_from_previous_step_s,commands,command_shape,concurrent_segment_count,expected_wheel_displacement_rad,candidate_phase_evidence,candidate_phase_status,continuous_telemetry_status,start_boundary_status,end_boundary_status,root_position_start_m,root_position_end_m,root_orientation_start_wxyz,root_orientation_end_wxyz,attitude_rpy_start_rad,attitude_rpy_end_rad,root_linear_velocity_start_m_s,root_linear_velocity_end_m_s,root_angular_velocity_start_rad_s,root_angular_velocity_end_rad_s,joint_position_start_rad,joint_position_end_rad,joint_velocity_start_rad_s,joint_velocity_end_rad_s,adjacent_joint_schema_compatible,adjacent_command_state_compatible,adjacent_root_position_gap_m,adjacent_attitude_gap_rad,adjacent_servo_position_gap_deg,adjacent_wheel_position_gap_rad,adjacent_joint_velocity_gap_rad_s,adjacent_root_linear_velocity_gap_m_s,adjacent_root_angular_velocity_gap_rad_s,adjacent_endpoint_compatibility
v003_20260805_224517_157723_manual,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\saved_height_steps_fsm_reference_v2\height_050mm\versions\v003_20260805_224517_157723_manual,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,1,step_001_recorded_height_050mm_dur_6.20s,6.199999999994361,4,0:2,0,2,3,0.0,0.18733333333333335,0.18733333333333335,,,"[""servo rear_left_hip 19.6"",""servo rear_left_hip 25.9"",""servo rear_left_hip 28.1""]",SERVO_COMMANDS,0,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",ENDPOINT_CANDIDATE,PENDING_REPLAY,NO_CONTINUOUS_COM_CONTACT_TELEMETRY,MISSING:joint_pos|joint_vel|root_pose|root_velocity,MISSING:joint_pos|joint_vel|root_pose|root_velocity,,,,,,,,,,,,,,,,,,,,,,,,FIRST_STEP
v003_20260805_224517_157723_manual,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\saved_height_steps_fsm_reference_v2\height_050mm\versions\v003_20260805_224517_157723_manual,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,2,step_002_recorded_height_050mm_dur_5.40s,5.399999999995089,4,3:5,3,5,3,0.18733333333333335,0.48,0.29266666666666663,0.0,11.133333333323208,"[""servo front_right_hip 12.2"",""servo front_right_hip 36.5"",""servo front_right_hip 43.9""]",SERVO_COMMANDS,0,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",ENDPOINT_CANDIDATE,PENDING_REPLAY,NO_CONTINUOUS_COM_CONTACT_TELEMETRY,MISSING:joint_pos|joint_vel|root_pose|root_velocity,MISSING:joint_pos|joint_vel|root_pose|root_velocity,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ENDPOINT
v003_20260805_224517_157723_manual,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\saved_height_steps_fsm_reference_v2\height_050mm\versions\v003_20260805_224517_157723_manual,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,3,step_003_recorded_height_050mm_dur_17.40s,17.39999999998423,3,6:7,6,7,2,0.48,13.479999999988234,12.999999999988233,0.0,11.399999999989632,"[""wheel all 0.300"",""wheel stop""]",WHEEL_COMMANDS,0,"{""front_left_ankle"":3.89999999999647,""front_right_ankle"":3.89999999999647,""rear_left_ankle"":3.89999999999647,""rear_right_ankle"":3.89999999999647}",ENDPOINT_CANDIDATE,PENDING_REPLAY,NO_CONTINUOUS_COM_CONTACT_TELEMETRY,MISSING:joint_pos|joint_vel|root_pose|root_velocity,MISSING:joint_pos|joint_vel|root_pose|root_velocity,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ENDPOINT
v003_20260805_224517_157723_manual,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\saved_height_steps_fsm_reference_v2\height_050mm\versions\v003_20260805_224517_157723_manual,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,4,step_004_recorded_height_050mm_dur_10.13s,10.133333333324117,9,8:15,8,15,8,13.479999999988234,13.9966666666549,0.5166666666666657,0.0,14.066666666653873,"[""servo front_right_knee 17.3"",""servo front_right_knee 24.7"",""servo front_right_hip 35.5"",""servo front_right_hip 3.7"",""servo front_right_hip -0.5"",""servo front_right_hip -2.6"",""servo front_right_hip 1.6"",""servo front_right_hip 3.7""]",SERVO_COMMANDS,0,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",ENDPOINT_CANDIDATE,PENDING_REPLAY,NO_CONTINUOUS_COM_CONTACT_TELEMETRY,MISSING:joint_pos|joint_vel|root_pose|root_velocity,MISSING:joint_pos|joint_vel|root_pose|root_velocity,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ENDPOINT
v003_20260805_224517_157723_manual,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\saved_height_steps_fsm_reference_v2\height_050mm\versions\v003_20260805_224517_157723_manual,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,5,step_005_recorded_height_050mm_dur_21.20s,21.19999999998072,3,16:17,16,17,2,13.9966666666549,15.196666666653808,1.1999999999989086,0.0,36.33333333330029,"[""servo front_left_hip 0"",""servo front_left_knee -14.5"",""servo front_right_hip 3.7"",""servo front_right_knee 24.7"",""servo rear_left_hip 28.1"",""servo rear_left_knee 0"",""servo rear_right_hip 0"",""servo rear_right_knee 0"",""wheel fl -1.05"",""wheel stop""]",SERVO_WHEEL_COMMANDS,1,"{""front_left_ankle"":-1.259999999998854,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",ENDPOINT_CANDIDATE,PENDING_REPLAY,NO_CONTINUOUS_COM_CONTACT_TELEMETRY,MISSING:joint_pos|joint_vel|root_pose|root_velocity,MISSING:joint_pos|joint_vel|root_pose|root_velocity,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ENDPOINT
v003_20260805_224517_157723_manual,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\saved_height_steps_fsm_reference_v2\height_050mm\versions\v003_20260805_224517_157723_manual,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,6,step_006_recorded_height_050mm_dur_8.40s,8.39999999999236,3,18:19,18,19,2,15.196666666653808,18.796666666650534,3.599999999996726,0.0,12.199999999988904,"[""wheel all 0.300"",""wheel stop""]",WHEEL_COMMANDS,0,"{""front_left_ankle"":1.0799999999990177,""front_right_ankle"":1.0799999999990177,""rear_left_ankle"":1.0799999999990177,""rear_right_ankle"":1.0799999999990177}",ENDPOINT_CANDIDATE,PENDING_REPLAY,NO_CONTINUOUS_COM_CONTACT_TELEMETRY,MISSING:joint_pos|joint_vel|root_pose|root_velocity,MISSING:joint_pos|joint_vel|root_pose|root_velocity,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ENDPOINT
v003_20260805_224517_157723_manual,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\saved_height_steps_fsm_reference_v2\height_050mm\versions\v003_20260805_224517_157723_manual,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,7,step_007_recorded_height_050mm_dur_11.40s,11.399999999989632,5,20:23,20,23,4,18.796666666650534,18.9733333333172,0.17666666666666586,0.0,6.9333333333270275,"[""servo rear_left_hip 27.0"",""servo rear_left_hip 16.4"",""servo rear_left_hip 2.6"",""servo rear_left_hip 1.6""]",SERVO_COMMANDS,0,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",ENDPOINT_CANDIDATE,PENDING_REPLAY,NO_CONTINUOUS_COM_CONTACT_TELEMETRY,MISSING:joint_pos|joint_vel|root_pose|root_velocity,MISSING:joint_pos|joint_vel|root_pose|root_velocity,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ENDPOINT
v003_20260805_224517_157723_manual,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\saved_height_steps_fsm_reference_v2\height_050mm\versions\v003_20260805_224517_157723_manual,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,8,step_008_recorded_height_050mm_dur_14.20s,14.199999999987085,8,24:30,24,30,7,18.9733333333172,19.428666666650532,0.45533333333333204,0.0,8.799999999991996,"[""servo front_left_knee -25.1"",""servo front_left_knee -28.2"",""servo front_left_knee -29.3"",""servo front_left_hip 2.6"",""servo front_left_hip 34.4"",""servo front_left_hip 47.1"",""servo front_left_hip 53.5""]",SERVO_COMMANDS,0,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",ENDPOINT_CANDIDATE,PENDING_REPLAY,NO_CONTINUOUS_COM_CONTACT_TELEMETRY,MISSING:joint_pos|joint_vel|root_pose|root_velocity,MISSING:joint_pos|joint_vel|root_pose|root_velocity,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ENDPOINT
v003_20260805_224517_157723_manual,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\saved_height_steps_fsm_reference_v2\height_050mm\versions\v003_20260805_224517_157723_manual,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,9,step_009_recorded_height_050mm_dur_10.60s,10.59999999999036,8,31:37,31,37,7,19.428666666650532,19.739333333317198,0.3106666666666662,0.0,5.799999999994725,"[""servo front_left_knee -12.4"",""servo front_left_knee -8.1"",""servo front_left_hip 41.8"",""servo front_left_hip 34.4"",""servo front_left_hip 33.4"",""servo front_left_hip 30.2"",""servo front_left_hip 28.1""]",SERVO_COMMANDS,0,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",ENDPOINT_CANDIDATE,PENDING_REPLAY,NO_CONTINUOUS_COM_CONTACT_TELEMETRY,MISSING:joint_pos|joint_vel|root_pose|root_velocity,MISSING:joint_pos|joint_vel|root_pose|root_velocity,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ENDPOINT
v003_20260805_224517_157723_manual,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\saved_height_steps_fsm_reference_v2\height_050mm\versions\v003_20260805_224517_157723_manual,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,10,step_010_recorded_height_050mm_dur_36.80s,36.79999999996653,3,38:39,38,39,2,19.739333333317198,52.00599999995452,32.26666666663732,0.0,3.3999999999969077,"[""wheel all 0.300"",""wheel stop""]",WHEEL_COMMANDS,0,"{""front_left_ankle"":9.679999999991196,""front_right_ankle"":9.679999999991196,""rear_left_ankle"":9.679999999991196,""rear_right_ankle"":9.679999999991196}",ENDPOINT_CANDIDATE,PENDING_REPLAY,NO_CONTINUOUS_COM_CONTACT_TELEMETRY,MISSING:joint_pos|joint_vel|root_pose|root_velocity,MISSING:joint_pos|joint_vel|root_pose|root_velocity,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ENDPOINT
