requested_height_mm,old_measured_height_mm,measured_height_mm,old_authoritative_width_m,new_measured_width_m,robot_collision_width_m,left_margin_m,right_margin_m,aabb_min_x_m,aabb_max_x_m,front_face_x_m,center_y_m,bottom_z_m,top_z_m,length_x_m,visual_height_mm,collision_height_mm,revision,request_id,update_mode,control_ready,operation_after,result
50,50.00000074505806,50.00000074505806,1.2,2.0000000298023224,0.4411003655,0.7794498321511611,0.7794498321511611,0.5213121737735307,2.5786877308590377,0.5213121737735307,0.0,0.0,0.05000000074505806,2.057375557085507,50.00000074505806,50.00000074505806,2,540c47a969da42919ade0b6a548792a9,minimal_recreate_after_in_place_verification_failed,True,IDLE,PASS
75,50.00000074505806,75.00000298023224,1.2,2.000000031789142,0.4411003655,0.779449833144571,0.779449833144571,0.521312100542076,2.5786878040904924,0.521312100542076,0.0,0.0,0.07500000298023224,2.0573757035484164,75.00000298023224,75.00000298023224,3,05c51863cc0c4794a5443d482d008f33,minimal_recreate_after_in_place_verification_failed,True,IDLE,PASS
100,75.00000298023224,100.00000149011612,1.2,2.0000000298023224,0.4411003655,0.7794498321511611,0.7794498321511611,0.5213121737735307,2.5786877308590377,0.5213121737735307,0.0,0.0,0.10000000149011612,2.057375557085507,100.00000149011612,100.00000149011612,4,2ed722c595f541018fcee28a15581f01,minimal_recreate_after_in_place_verification_failed,True,IDLE,PASS
50,100.00000149011612,50.00000074505806,1.2,2.0000000298023224,0.4411003655,0.7794498321511611,0.7794498321511611,0.5213121737735307,2.5786877308590377,0.5213121737735307,0.0,0.0,0.05000000074505806,2.057375557085507,50.00000074505806,50.00000074505806,5,ec714b48f0034570898eca5fb2b34a1e,minimal_recreate_after_in_place_verification_failed,True,IDLE,PASS
100,50.00000074505806,100.00000149011612,1.2,2.0000000298023224,0.4411003655,0.7794498321511611,0.7794498321511611,0.5213121737735307,2.5786877308590377,0.5213121737735307,0.0,0.0,0.10000000149011612,2.057375557085507,100.00000149011612,100.00000149011612,6,348efa30d1ab44cf801b773f48c6fbf5,minimal_recreate_after_in_place_verification_failed,True,IDLE,PASS
75,100.00000149011612,75.00000298023224,1.2,2.000000031789142,0.4411003655,0.779449833144571,0.779449833144571,0.521312100542076,2.5786878040904924,0.521312100542076,0.0,0.0,0.07500000298023224,2.0573757035484164,75.00000298023224,75.00000298023224,7,0dfbac68732f4988858228c44b6d479c,minimal_recreate_after_in_place_verification_failed,True,IDLE,PASS
