profile,step,segment,global_command_first,global_command_last,command,scheduled_start_sim_time_s,scheduled_end_sim_time_s,planned_start_offset_s,planned_end_offset_s,observer_wall_time,max_servo_error_deg,servo_errors_deg,wheel_targets_rad_s,residual_warning,stop_reason,step24_25_evidence
raw,16,63,91,91,wheel stop,140.22733333303844,140.22733333303844,118.54399999970569,118.54399999970569,,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",,,
raw,17,64,92,92,servo front_left_hip 14.5,143.117333332936,143.17266666626932,121.43399999960324,121.48933333293658,1785900256.7311091,2.1701708182254418,"{""front_left_hip"":-2.1701708182254418}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,17,65,93,93,servo front_left_hip 17.3,143.17266666626932,143.19133333293598,121.48933333293658,121.50799999960324,,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",,,
raw,17,66,94,94,servo front_left_hip 18.7,143.32866666622834,143.33799999956167,121.6453333328956,121.65466666622893,1785900257.0041986,0.7127474226954753,"{""front_left_hip"":-0.7127474226954753}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,17,67,95,95,servo front_left_hip 20.1,143.3916666663103,143.40099999964363,121.70833333297756,121.71766666631089,1785900257.136068,0.07981160277032018,"{""front_left_hip"":0.07981160277032018}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,17,68,96,96,servo front_left_hip 22.8,143.67266666626932,143.69066666626932,121.98933333293658,122.00733333293658,1785900257.2628725,0.08152846860599183,"{""front_left_hip"":-0.08152846860599183}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,17,69,97,97,servo front_left_hip 24.2,143.9386666663308,143.94799999966412,122.25533333299805,122.26466666633138,1785900257.73328,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,17,70,98,98,servo front_left_knee 14.8,144.6886666663308,144.79933333299746,123.00533333299805,123.11599999966471,1785900258.3686967,8.369952416576794,"{""front_left_knee"":-8.369952416576794}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,17,71,99,99,servo front_left_knee 23.1,144.79933333299746,144.8546666663308,123.11599999966471,123.17133333299805,1785900258.6309912,3.8370049638346195,"{""front_left_knee"":-3.8370049638346195}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,18,72,100,100,servo front_right_hip 4.8,148.45633333288757,148.4656666662209,126.77299999955481,126.78233333288814,1785900261.2838426,2.1809902503223446,"{""front_right_hip"":2.1809902503223446}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,18,73,101,101,servo front_right_hip 6.2,148.78433333286708,148.7936666662004,127.10099999953432,127.11033333286765,1785900261.418507,1.3971850619283614,"{""front_right_hip"":1.3971850619283614}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,18,74,102,102,servo front_right_hip 9,148.90933333286708,148.92799999953374,127.22599999953432,127.24466666620098,1785900261.8154614,0.4764484296506497,"{""front_right_hip"":-0.4764484296506497}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,18,75,103,103,servo front_right_hip 10.4,149.1123333328466,149.12166666617992,127.42899999951383,127.43833333284717,1785900262.0576131,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,18,76,104,104,servo front_right_hip 11.8,149.4403333328261,149.44966666615943,127.75699999949335,127.76633333282668,1785900262.4607396,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,18,77,105,105,servo front_right_hip 13.2,149.53433333286708,149.5436666662004,127.85099999953432,127.86033333286765,1785900262.5892444,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,19,78,106,106,servo rear_left_hip -4.8,155.81533333282607,155.85199999949273,134.13199999949333,134.16866666616,1785900267.31441,1.4847273090322513,"{""rear_left_hip"":-1.4847273090322513}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,19,79,107,107,servo rear_left_hip -6.2,155.87833333290803,155.88766666624136,134.1949999995753,134.20433333290862,,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",,,
raw,19,80,108,108,servo rear_left_hip -10.4,156.12833333290803,156.15633333290802,134.4449999995753,134.47299999957528,1785900267.7721715,2.446844234042593,"{""rear_left_hip"":-2.446844234042593}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,19,81,109,109,servo rear_left_hip -11.8,156.19033333282607,156.1996666661594,134.50699999949333,134.51633333282666,,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",,,
raw,19,82,110,110,servo rear_left_hip -6.2,156.69033333282607,156.7276666661594,135.00699999949333,135.04433333282665,1785900268.379028,1.010466608819609,"{""rear_left_hip"":1.010466608819609}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,19,83,111,111,servo rear_left_hip -4.8,156.75333333290803,156.76266666624136,135.0699999995753,135.07933333290862,,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",,,
raw,19,84,112,112,servo rear_left_hip 0.7,156.81533333282607,156.85199999949273,135.13199999949333,135.16866666616,1785900268.627915,1.3667190307327965,"{""rear_left_hip"":1.3667190307327965}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,19,85,113,113,servo rear_left_hip 2.1,156.92433333299743,156.93366666633077,135.2409999996647,135.25033333299803,1785900268.8227506,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,19,86,114,114,servo rear_left_hip 7.6,157.08133333288754,157.1179999995542,135.3979999995548,135.43466666622146,1785900269.053907,1.3762550421202695,"{""rear_left_hip"":1.3762550421202695}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,19,87,115,115,servo rear_left_hip 15.9,157.37833333290803,157.43366666624135,135.6949999995753,135.7503333329086,1785900269.4172037,4.16220960110995,"{""rear_left_hip"":4.16220960110995}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,19,88,116,116,servo rear_left_hip 17.3,157.45633333288754,157.46566666622087,135.7729999995548,135.78233333288813,1785900269.5423877,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,19,89,117,117,servo rear_left_hip 21.5,157.62833333290803,157.65633333290802,135.9449999995753,135.97299999957528,1785900269.6678,0.05912277173609226,"{""rear_left_hip"":0.05912277173609226}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,19,90,118,118,servo rear_left_hip 22.8,157.70633333288754,157.7149999995542,136.0229999995548,136.03166666622147,1785900269.909102,0.31913936854511604,"{""rear_left_hip"":-0.31913936854511604}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,19,91,119,119,servo rear_left_hip 24.2,157.98733333284656,157.9966666661799,136.30399999951382,136.31333333284715,1785900270.0204442,0.24889657886129868,"{""rear_left_hip"":0.24889657886129868}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,20,92,120,120,servo rear_right_hip 2.1,163.58133333288754,163.59066666622087,141.8979999995548,141.90733333288813,1785900274.5275204,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,20,93,121,121,servo rear_right_hip 21.5,163.67433333299743,163.80366666633077,141.9909999996647,142.12033333299803,1785900274.8018317,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,20,94,122,122,servo rear_right_hip 29.8,163.86233333284656,163.91766666617988,142.17899999951382,142.23433333284714,1785900275.0389774,3.0947907735232576,"{""rear_right_hip"":3.0947907735232576}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,20,95,123,123,servo rear_right_knee -18.5,165.25333333290803,165.37666666624136,143.5699999995753,143.69333333290862,1785900276.400003,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,20,96,124,124,servo rear_right_knee -44.8,165.37666666624136,165.5519999995747,143.69333333290862,143.86866666624195,1785900276.7641098,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,20,97,125,125,servo rear_right_knee -60,165.5519999995747,165.65333333290803,143.86866666624195,143.9699999995753,1785900277.042553,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,20,98,126,126,servo rear_right_knee -57.2,166.23999999965665,166.2586666663233,144.5566666663239,144.57533333299057,1785900277.4525833,0.8363387458362439,"{""rear_right_knee"":-0.8363387458362439}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,20,99,127,127,servo rear_right_knee -48.9,166.77099999961567,166.826333332949,145.08766666628293,145.14299999961625,1785900278.268747,4.3133131473699535,"{""rear_right_knee"":4.3133131473699535}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,20,100,128,128,servo rear_right_knee -44.8,166.83299999976654,166.86033333309987,145.1496666664338,145.17699999976713,1785900278.4120545,0.9138442848191488,"{""rear_right_knee"":-0.9138442848191488}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
raw,21,101,129,129,wheel all 0.3,172.6309999997181,189.41199999967714,150.94766666638537,167.7286666663444,1785900282.9466803,,{},"{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}","{""step_index"":18,""segment_index"":72,""max_error_deg"":1.3971850619283614,""effective_tolerance_deg"":1.5218929177318508,""recorded_residual_deg"":{""front_right_hip"":0.7718929177318508},""measured_errors_deg"":{""front_right_hip"":1.3971850619283614},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.0218929177318508}",,
