profile,step,segment,global_command_first,global_command_last,command,scheduled_start_sim_time_s,scheduled_end_sim_time_s,planned_start_offset_s,planned_end_offset_s,observer_wall_time,max_servo_error_deg,servo_errors_deg,wheel_targets_rad_s,residual_warning,stop_reason,step24_25_evidence
raw,1,0,1,1,wheel all 0.3,22.542333333271277,31.40133333344264,0.8589999999385327,9.718000000109896,1785900158.4771273,,{},"{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}",{},,
raw,1,1,2,2,wheel stop,31.40133333344264,31.40133333344264,9.718000000109896,9.718000000109896,,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",,,
raw,2,2,3,3,servo rear_left_hip 3.5,34.260333333614,34.28366666694734,12.57700000028126,12.600333333614593,1785900166.8987312,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",{},,
raw,2,3,4,4,servo rear_left_hip 17.3,34.33933333352459,34.4313333335246,12.656000000191852,12.748000000191853,1785900167.1596515,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",{},,
raw,2,4,5,5,servo rear_left_hip 18.7,34.542333333504104,34.55166666683744,12.859000000171363,12.868333333504697,1785900167.2799132,0.7432959907070966,"{""rear_left_hip"":0.7432959907070966}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",{},,
raw,3,5,6,6,servo front_left_hip 6.2,37.120333333483615,37.161666666816956,15.437000000150874,15.478333333484208,1785900169.3176143,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",{},,
raw,3,6,7,7,servo front_left_hip 11.8,37.167333333504104,37.20466666683744,15.484000000171363,15.521333333504696,1785900169.583327,0.6058846622227749,"{""front_left_hip"":0.6058846622227749}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",{},,
raw,3,7,8,8,servo front_left_hip 14.5,37.27633333367547,37.29433333367547,15.593000000342727,15.611000000342727,1785900169.7014008,0.04929743530894548,"{""front_left_hip"":-0.04929743530894548}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",{},,
raw,4,8,9,9,servo front_right_hip 2.1,40.495333333483615,40.50933333348362,18.812000000150874,18.826000000150874,1785900169.813912,0.08829244693876603,"{""front_left_hip"":-0.08829244693876603}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",{},,
raw,4,9,10,10,servo front_right_hip 31.2,40.76133333354508,40.955333333545084,19.07800000021234,19.27200000021234,1785900172.787524,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",{},,
raw,4,10,11,11,servo front_right_hip 39.5,40.97933333365498,41.034666666988315,19.296000000322238,19.35133333365557,1785900173.175556,3.2043056999410737,"{""front_right_hip"":-3.2043056999410737}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",{},,
raw,4,11,12,12,servo front_right_knee 16.2,43.073333333463125,43.18133333346313,21.390000000130385,21.498000000130386,1785900174.8383842,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",{},,
raw,4,12,13,13,servo front_right_knee 20.3,43.18133333346313,43.20866666679646,21.498000000130386,21.52533333346372,,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",,,
raw,5,13,14,14,wheel all 0.3,45.399333333340195,50.38433333344264,23.71600000000745,28.701000000109897,1785900176.876989,,{},"{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}",{},,
raw,5,14,15,15,wheel stop,50.38433333344264,50.38433333344264,28.701000000109897,28.701000000109897,,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",,,
raw,6,15,16,16,servo front_right_hip 31.2,56.196333333360684,56.25166666669402,34.513000000027944,34.568333333361274,1785900185.424858,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",{},,
raw,6,16,17,17,servo front_right_hip 29.8,56.25166666669402,56.26100000002735,34.568333333361274,34.577666666694604,1785900185.5538583,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",{},,
raw,6,17,18,18,servo front_right_knee 25.8,57.46966666680392,57.50633333347058,35.78633333347117,35.82300000013784,1785900186.6357481,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",{},,
raw,6,18,19,19,servo front_right_knee 30,57.516666666824406,57.5446666668244,35.83333333349166,35.86133333349166,1785900186.7655835,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",{},,
raw,6,19,20,20,servo front_right_knee 31.4,57.67366666671451,57.68300000004784,35.99033333338176,35.99966666671509,1785900186.8958306,0.5170688333585005,"{""front_right_knee"":0.5170688333585005}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",{},,
raw,6,20,21,21,servo front_right_hip 22.8,58.54866666671451,58.59533333338118,36.86533333338176,36.91200000004843,1785900187.775522,3.046734303990018,"{""front_right_hip"":3.046734303990018}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",{},,
raw,6,21,22,22,servo front_right_hip 20.1,58.65766666665304,58.67566666665304,36.974333333320295,36.992333333320296,,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",,,
raw,7,22,23,32,servo front_left_hip -0.7 | servo front_left_knee 0 | servo front_right_hip 20.1 | servo front_right_knee 31.4 | servo rear_left_hip 0.7 | servo rear_left_knee 0 | servo rear_right_hip 0 | servo rear_right_knee 0 | wheel fl -2.09 | wheel rl 1.88,61.72066666650217,62.47066666650217,40.03733333316942,40.78733333316942,1785900190.5382335,14.829230565783371,"{""front_left_hip"":14.829230565783371,""front_left_knee"":0.08492102594629122,""front_right_hip"":0.2501822581045694,""front_right_knee"":0.5924170148379346,""rear_left_hip"":-7.940687223524667,""rear_left_knee"":-0.09492428154786454,""rear_right_hip"":0.5968423402019449,""rear_right_knee"":0.23761483738576533}","{""front_left_ankle"":-2.09,""front_right_ankle"":0.0,""rear_left_ankle"":1.88,""rear_right_ankle"":0.0}",{},,
raw,7,23,33,33,wheel stop,62.47066666650217,62.47066666650217,40.78733333316942,40.78733333316942,,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",,,
raw,8,24,34,34,wheel all 0.3,66.78366666658412,70.47066666650217,45.10033333325138,48.78733333316942,1785900194.6123223,,{},"{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,8,25,35,35,wheel stop,70.47066666650217,70.47066666650217,48.78733333316942,48.78733333316942,,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",,,
raw,9,26,36,44,servo front_left_hip -0.7 | servo front_left_knee -18.5 | servo front_right_hip 20.1 | servo front_right_knee 31.4 | servo rear_left_hip 0.7 | servo rear_left_knee 0 | servo rear_right_hip 0 | servo rear_right_knee 0 | wheel fl -2.09,72.50166666669402,73.220666666735,50.818333333361274,51.53733333340225,1785900198.9076452,,{},"{""front_left_ankle"":-2.09,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,9,27,45,45,wheel stop,73.220666666735,73.220666666735,51.53733333340225,51.53733333340225,,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",,,
raw,10,28,46,46,wheel all 0.3,76.53266666665304,79.57966666667353,54.849333333320295,57.896333333340785,1785900202.2281828,,{},"{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,10,29,47,47,wheel stop,79.57966666667353,79.57966666667353,57.896333333340785,57.896333333340785,,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",,,
raw,11,30,48,48,servo rear_right_hip 2.1,84.11066666663255,84.12466666663255,62.427333333299806,62.44133333329981,1785900204.4524584,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,11,31,49,49,servo rear_right_hip 18.7,84.2046666664407,84.31533333310736,62.521333333107954,62.63199999977462,1785900207.8922272,7.310088944723351,"{""rear_right_hip"":7.310088944723351}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,11,32,50,50,servo rear_right_hip 20.1,84.31533333310736,84.32466666644069,62.63199999977462,62.64133333310795,,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",,,
raw,12,33,51,51,servo front_left_knee -17.1,89.1433333333197,89.15266666665303,67.45999999998696,67.4693333333203,1785900208.0030277,0.21849467891908247,"{""rear_right_hip"":0.21849467891908247}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,12,34,52,52,servo front_left_knee -18.5,89.20633333316883,89.21566666650216,67.52299999983609,67.53233333316942,1785900211.9757247,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,12,35,53,53,servo front_left_knee -32.3,89.33133333316883,89.42333333316883,67.64799999983609,67.73999999983609,1785900212.086992,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,12,36,54,54,servo front_left_knee -39.2,89.42333333316883,89.46933333316883,67.73999999983609,67.7859999998361,1785900212.214669,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,12,37,55,55,servo front_left_knee -40.6,89.48633333301795,89.49566666635128,67.80299999968521,67.81233333301854,1785900212.3351276,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,12,38,56,56,servo front_left_knee -42,89.62633333314834,89.63566666648167,67.9429999998156,67.95233333314893,1785900212.5671427,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,13,39,57,57,servo front_left_hip 0.7,93.37633333314834,93.38566666648167,71.6929999998156,71.70233333314893,1785900212.6753392,0.9597210145336632,"{""front_left_knee"":0.9597210145336632}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,13,40,58,58,servo front_left_hip 10.4,93.54833333316883,93.6129999998355,71.86499999983609,71.92966666650275,1785900215.6871324,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,13,41,59,59,servo front_left_hip 20.1,93.65833333303844,93.72299999970511,71.9749999997057,72.03966666637237,1785900216.0458052,1.5923185016886237,"{""front_left_hip"":-1.5923185016886237}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,13,42,60,60,servo front_left_hip 24.2,93.79833333316883,93.82566666650216,72.11499999983609,72.14233333316942,1785900216.153463,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
raw,13,43,61,61,servo front_left_hip 29.8,93.90833333303844,93.94566666637178,72.2249999997057,72.26233333303904,1785900216.2827814,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":7,""segment_index"":22,""max_error_deg"":1.102013639969054,""effective_tolerance_deg"":1.762470930502298,""recorded_residual_deg"":{""front_left_hip"":0.282976423602951,""front_left_knee"":-0.5230143952414006,""front_right_hip"":-0.30538362143697384,""front_right_knee"":-0.13313690521959387,""rear_left_hip"":0.173601202669165,""rear_left_knee"":-0.1201749072750732,""rear_right_hip"":-1.012470930502298,""rear_right_knee"":0.4419792733552773},""measured_errors_deg"":{""front_left_hip"":-0.0368114858723122,""front_left_knee"":-1.102013639969054,""front_right_hip"":0.032835393431007276,""front_right_knee"":0.05305746664953759,""rear_left_hip"":0.12842665166381806,""rear_left_knee"":-0.09243000185066035,""rear_right_hip"":-0.8944697009151017,""rear_right_knee"":0.15754509003466122},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.262470930502298}",,
