sim_time_s,sim_step,source_step,command_cursor,segment_cursor,event_cursor,scheduler_state,base_x_m,base_y_m,base_z_m,base_roll_rad,base_pitch_rad,base_yaw_rad,robot_state_finite,active_contact_count_available,geometry_support_candidate_count,stability_state,joint_limit_violation
1.5666666666666635,188,1,0,0,0,PREPARING,-0.003989968448877335,-0.000993184745311737,0.09901051968336105,-3.8795075004099296e-05,-0.012018071330770567,0.0030498701370338887,True,False,4,stable,False
1.63333333333333,196,1,0,0,0,PREPARING,-0.004020538181066513,-0.0009933039546012878,0.09900183975696564,-3.801701551617001e-05,-0.012015386625265804,0.003050028860425154,True,False,4,stable,False
1.6999999999999964,204,1,1,0,1,PLAYING,-0.00400274433195591,-0.0008250176906585693,0.09842207282781601,-0.0017588910956210727,-0.014279948846582163,0.0030788540100651794,True,False,4,recoverable,False
1.7666666666666628,212,1,2,1,2,PLAYING,-0.004344997927546501,-0.00020506232976913452,0.09751258790493011,-0.00812835777762617,-0.019858809961905144,0.0031981673833903147,True,False,4,recoverable,False
1.8333333333333293,220,1,2,1,2,PLAYING,-0.005253594368696213,0.0006855130195617676,0.09642467647790909,-0.017394733806201847,-0.026932497062357404,0.003426955536120806,True,False,3,recoverable,False
1.8999999999999957,228,1,2,1,2,PLAYING,-0.006027840077877045,0.0015041232109069824,0.0955113023519516,-0.025987466840469223,-0.03321544769947423,0.003691857578873103,True,False,3,recoverable,False
1.9666666666666621,236,1,3,2,3,PLAYING,-0.006702553480863571,0.0022821053862571716,0.09464973956346512,-0.03424816405160413,-0.0392598711021766,0.0040053473106234656,True,False,2,recoverable,False
2.0333333333333288,244,1,3,2,3,PLAYING,-0.007414314895868301,0.003079928457736969,0.09376657754182816,-0.04278999125759171,-0.04543210761598652,0.004379711384395366,True,False,2,recoverable,False
2.099999999999995,252,1,4,3,4,PLAYING,-0.008189287036657333,0.003980472683906555,0.09275984764099121,-0.05255278013598774,-0.05246740660048535,0.0048769126414604375,True,False,2,recoverable,False
2.1666666666666616,260,1,4,3,4,PLAYING,-0.008824454620480537,0.0050961971282958984,0.09153826534748077,-0.06481037071806797,-0.06175675452475754,0.005600507103614991,True,False,2,recoverable,False
2.233333333333328,268,1,5,4,5,PLAYING,-0.00949852354824543,0.006226576864719391,0.09026293456554413,-0.0774446821525087,-0.07126028987438891,0.006460995211336393,True,False,2,recoverable,False
2.2999999999999945,276,1,5,4,5,PLAYING,-0.010445715859532356,0.007589414715766907,0.08868195116519928,-0.09297397133813069,-0.08280403780132783,0.007670071125782742,True,False,2,recoverable,False
2.366666666666661,284,2,6,5,6,PLAYING,-0.010869372636079788,0.009371154010295868,0.08646809309720993,-0.113777836331031,-0.09814639451525545,0.0095445720501662,True,False,2,recoverable,False
2.4333333333333274,292,2,6,5,6,PLAYING,-0.011553727090358734,0.01169520616531372,0.08343590795993805,-0.14205585367010104,-0.11900103119223865,0.012585789804144555,True,False,2,recoverable,False
2.499999999999994,300,2,6,5,6,PLAYING,-0.012494344264268875,0.0138283371925354,0.08065204322338104,-0.1686559550985303,-0.13768617008758374,0.01608788824952332,True,False,3,recoverable,False
2.56666666666666,308,2,6,5,6,PLAYING,-0.011508949100971222,0.013830751180648804,0.08056364208459854,-0.16886780337943472,-0.13800138850983745,0.016066141782674796,True,False,3,recoverable,False
2.6333333333333266,316,2,6,5,6,PLAYING,-0.01069435104727745,0.013830982148647308,0.08061149716377258,-0.16898737007015915,-0.1385375269358762,0.016022592861530682,True,False,3,recoverable,False
