source_version,source_command_cursor,source_step_index,source_event_index,source_expanded_index,source_command,source_event_time_s,compiler_outcome,plan_event_index,compiled_segment_index,plan_global_command_index,planned_dispatch_time_s,actual_dispatch_time_s,dispatch_lateness_s,servo_target_deg,wheel_target_rad_s,atomic_batch_id,atomic_batch_applied_sim_step,atomic_batch_first_physics_step,atomic_batch_motion_start_skew_s,atomic_batch_ack_valid,atomic_batch_ack_error,command_cursor,segment_cursor,macro_state_cursor
v003_20260805_224517_157723_manual,36,6,1,0,wheel stop,6.199999999994361,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,27,19,28,20.971666666650528,22.699999999999353,1.728333333348825,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",playback-recording-v003_20260805_224517_157723_manual-trial-01-19-554d9263,2724,2725,0.0,True,,28,19,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,37,6,2,0,wheel stop,8.39999999999236,SEMANTIC_NOOP_ELIDED_BY_PRODUCTION_COMPILER,,,,,,,{},{},,,,,True,,,,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,38,7,0,0,servo rear_left_hip 27.0,5.399999999995089,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,28,20,29,20.971666666650528,22.766666666666016,1.795000000015488,"{""rear_left_hip"":27.0}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-20-aaf20172,2732,2733,0.0,True,,29,20,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,39,7,1,0,servo rear_left_hip 16.4,5.799999999994725,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,29,21,30,20.97899999998386,22.83333333333268,1.8543333333488192,"{""rear_left_hip"":16.4}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-21-b4ce13ee,2740,2741,0.0,True,,30,21,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,40,7,2,0,servo rear_left_hip 2.6,6.199999999994361,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,30,22,31,21.049666666650527,23.033333333332667,1.98366666668214,"{""rear_left_hip"":2.6}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-22-edc9fde3,2764,2765,0.0,True,,31,22,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,41,7,3,0,servo rear_left_hip 1.6,6.599999999993997,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,31,23,32,21.141666666650526,24.03333333333261,2.8916666666820845,"{""rear_left_hip"":1.6}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-23-92350b92,2884,2885,0.0,True,,32,23,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,42,7,4,0,wheel stop,11.399999999989632,SEMANTIC_NOOP_ELIDED_BY_PRODUCTION_COMPILER,,,,,,,{},{},,,,,True,,,,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,43,8,0,0,servo front_left_knee -25.1,8.799999999991996,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,32,24,33,21.148333333317193,24.166666666665936,3.0183333333487425,"{""front_left_knee"":-25.1}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-24-914131aa,2900,2901,0.0,True,,33,24,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,44,8,1,0,servo front_left_knee -28.2,9.199999999991633,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,33,25,34,21.21899999998386,24.366666666665925,3.1476666666820634,"{""front_left_knee"":-28.2}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-25-15a653b5,2924,2925,0.0,True,,34,25,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,45,8,2,0,servo front_left_knee -29.3,9.599999999991269,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,34,26,35,21.23966666665053,24.49999999999925,3.260333333348722,"{""front_left_knee"":-29.3}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-26-076bced1,2940,2941,0.0,True,,35,26,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,46,8,3,0,servo front_left_hip 2.6,10.799999999990177,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,35,27,36,21.24699999998386,24.566666666665913,3.3196666666820533,"{""front_left_hip"":2.6}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-27-db792a7e,2948,2949,0.0,True,,36,27,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,47,8,4,0,servo front_left_hip 34.4,11.199999999989814,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,36,28,37,21.264333333317193,24.69999999999924,3.435666666682046,"{""front_left_hip"":34.4}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-28-d67f74a4,2964,2965,0.0,True,,37,28,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,48,8,5,0,servo front_left_hip 47.1,11.59999999998945,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,37,29,38,21.476333333317193,25.233333333332542,3.757000000015349,"{""front_left_hip"":47.1}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-29-818713d1,3028,3029,0.0,True,,38,29,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,49,8,6,0,servo front_left_hip 53.5,11.999999999989086,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,38,30,39,21.56099999998386,25.63333333333252,4.072333333348659,"{""front_left_hip"":53.5}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-30-6cf41339,3076,3077,0.0,True,,39,30,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,50,8,7,0,wheel stop,14.199999999987085,SEMANTIC_NOOP_ELIDED_BY_PRODUCTION_COMPILER,,,,,,,{},{},,,,,True,,,,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,51,9,0,0,servo front_left_knee -12.4,2.9333333333306655,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,39,31,40,21.603666666650525,25.833333333332508,4.229666666681982,"{""front_left_knee"":-12.4}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-31-0bc089be,3100,3101,0.0,True,,40,31,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,52,9,1,0,servo front_left_knee -8.1,3.3333333333303017,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,40,32,41,21.71633333331719,26.09999999999916,4.383666666681968,"{""front_left_knee"":-8.1}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-32-f3512426,3132,3133,0.0,True,,41,32,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,53,9,2,0,servo front_left_hip 41.8,4.666666666662422,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,41,33,42,21.744999999983857,26.233333333332485,4.488333333348628,"{""front_left_hip"":41.8}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-33-4001e04c,3148,3149,0.0,True,,42,33,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,54,9,3,0,servo front_left_hip 34.4,5.066666666662059,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,42,34,43,21.822999999983857,26.433333333332474,4.610333333348617,"{""front_left_hip"":34.4}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-34-89aeee26,3172,3173,0.0,True,,43,34,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,55,9,4,0,servo front_left_hip 33.4,5.466666666661695,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,43,35,44,21.87233333331719,26.5666666666658,4.6943333333486095,"{""front_left_hip"":33.4}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-35-00dcc119,3188,3189,0.0,True,,44,35,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,56,9,5,0,servo front_left_hip 30.2,7.599999999993088,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,44,36,45,21.878999999983858,26.633333333332462,4.754333333348605,"{""front_left_hip"":30.2}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-36-17b78a27,3196,3197,0.0,True,,45,36,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,57,9,6,0,servo front_left_hip 28.1,7.999999999992724,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,45,37,46,21.900333333317192,26.766666666665788,4.866333333348596,"{""front_left_hip"":28.1}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-37-88ffcff2,3212,3213,0.0,True,,46,37,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,58,9,7,0,wheel stop,10.59999999999036,SEMANTIC_NOOP_ELIDED_BY_PRODUCTION_COMPILER,,,,,,,{},{},,,,,True,,,,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,59,10,0,0,wheel all 0.300,2.199999999997999,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,46,38,47,21.91433333331719,26.83333333333245,4.919000000015259,{},"{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}",playback-recording-v003_20260805_224517_157723_manual-trial-01-38-b8ed921c,3220,3221,0.0,True,,47,38,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,60,10,1,0,wheel stop,34.46666666663532,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,47,39,48,54.180999999954516,59.09999999999729,4.919000000042772,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",playback-recording-v003_20260805_224517_157723_manual-trial-01-39-dc026d2b,7092,7093,0.0,True,,48,39,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,61,10,2,0,wheel stop,36.79999999996653,SEMANTIC_NOOP_ELIDED_BY_PRODUCTION_COMPILER,,,,,,,{},{},,,,,True,,,,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,62,11,0,0,servo front_left_hip 28.1,14.199999999987085,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,48,40,49,54.180999999954516,59.16666666666395,4.9856666667094345,"{""front_left_hip"":28.1}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-40-db4f94f5,7100,7101,0.0,True,,49,40,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,63,11,0,1,servo front_left_knee -8.1,14.199999999987085,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,49,40,50,54.180999999954516,59.16666666666395,4.9856666667094345,"{""front_left_knee"":-8.1}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-40-db4f94f5,7100,7101,0.0,True,,50,40,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,64,11,0,2,servo front_right_hip 3.7,14.199999999987085,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,50,40,51,54.180999999954516,59.16666666666395,4.9856666667094345,"{""front_right_hip"":3.7}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-40-db4f94f5,7100,7101,0.0,True,,51,40,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,65,11,0,3,servo front_right_knee -10.2,14.199999999987085,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,51,40,52,54.180999999954516,59.16666666666395,4.9856666667094345,"{""front_right_knee"":-10.2}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-40-db4f94f5,7100,7101,0.0,True,,52,40,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,66,11,0,4,servo rear_left_hip 1.6,14.199999999987085,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,52,40,53,54.180999999954516,59.16666666666395,4.9856666667094345,"{""rear_left_hip"":1.6}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-40-db4f94f5,7100,7101,0.0,True,,53,40,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,67,11,0,5,servo rear_left_knee 0,14.199999999987085,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,53,40,54,54.180999999954516,59.16666666666395,4.9856666667094345,"{""rear_left_knee"":0.0}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-40-db4f94f5,7100,7101,0.0,True,,54,40,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,68,11,0,6,servo rear_right_hip 0,14.199999999987085,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,54,40,55,54.180999999954516,59.16666666666395,4.9856666667094345,"{""rear_right_hip"":0.0}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-40-db4f94f5,7100,7101,0.0,True,,55,40,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,69,11,0,7,servo rear_right_knee 0,14.199999999987085,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,55,40,56,54.180999999954516,59.16666666666395,4.9856666667094345,"{""rear_right_knee"":0.0}",{},playback-recording-v003_20260805_224517_157723_manual-trial-01-40-db4f94f5,7100,7101,0.0,True,,56,40,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,70,11,0,8,wheel fl 0,14.199999999987085,SEMANTIC_NOOP_ELIDED_BY_PRODUCTION_COMPILER,,,,,,,{},{},,,,,True,,,,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,71,11,0,9,wheel fr -2.09,14.199999999987085,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,56,40,57,54.180999999954516,59.16666666666395,4.9856666667094345,{},"{""front_right_ankle"":-2.09}",playback-recording-v003_20260805_224517_157723_manual-trial-01-40-db4f94f5,7100,7101,0.0,True,,57,40,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,72,11,0,10,wheel rl 0,14.199999999987085,SEMANTIC_NOOP_ELIDED_BY_PRODUCTION_COMPILER,,,,,,,{},{},,,,,True,,,,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,73,11,0,11,wheel rr 0,14.199999999987085,SEMANTIC_NOOP_ELIDED_BY_PRODUCTION_COMPILER,,,,,,,{},{},,,,,True,,,,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,74,11,1,0,wheel stop,15.599999999985812,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,57,41,58,55.58099999995324,60.76666666666386,5.185666666710617,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",playback-recording-v003_20260805_224517_157723_manual-trial-01-41-52a3df33,7292,7293,0.0,True,,58,41,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,75,11,2,0,wheel stop,19.99999999998181,SEMANTIC_NOOP_ELIDED_BY_PRODUCTION_COMPILER,,,,,,,{},{},,,,,True,,,,RECORDING_FAST_REPLAY
