sample_index,time_s,sim_step,obstacle_height_cm,obstacle_height_m,base_x_m,base_y_m,base_z_m,base_qw,base_qx,base_qy,base_qz,base_roll_rad,base_pitch_rad,base_yaw_rad,base_vx_m_s,base_vy_m_s,base_vz_m_s,base_wx_rad_s,base_wy_rad_s,base_wz_rad_s,total_mass_kg,com_x_m,com_y_m,com_z_m,com_vx_m_s,com_vy_m_s,com_vz_m_s,com_source,com_warning,com_projection_x_m,com_projection_y_m,com_projection_z_m,static_stability_margin_m,dynamic_stability_margin_m,stability_state,dynamic_stability_state,support_area_m2,support_perimeter_m,active_contact_count,support_polygon_w,support_degenerate,contact_geometry_source,contact_force_source,contact_force_valid,contact_force_reason,max_contact_force_n,max_contact_force_n_source,max_friction_utilization,friction_utilization_valid,friction_utilization_reason,max_wheel_slip_ratio,wheel_slip_state,wheel_slip_source,active_contact_count_label,equilibrium_status,equilibrium_stability_margin_m,equilibrium_margin_valid,equilibrium_reason,equilibrium_area_m2,equilibrium_solver_time_ms,equilibrium_vertices_w,tracking_rmse_rad,max_abs_tracking_error_rad,max_torque_utilization,max_torque_joint,total_positive_work_j,command_target_source,joint_catalog,robot_joint_names,warnings,selected_step_sequence,step_sequence_phase,step_index,step_progress,replay_state,replay_event_index,replay_event_count,last_replay_command,sequence_interruption,sequence_retry,sequence_success,failure_reason,sample_overhead_ms
0,1.3083333333333311,157,5,0.05,-0.007618576288223267,-0.0012706592679023743,0.09884032607078552,0.9999868869781494,0.0003851332876365632,-0.005007707513868809,0.0010970470029860735,0.0007593071013206034,-0.010016294161581169,0.002190319143693209,-0.0017489695455878973,-0.0005747060640715063,0.0010247600730508566,-0.0023051288444548845,0.0030928112100809813,0.0038179203402251005,2.9308585226535797,-0.031078859484787804,-0.12238895093672139,0.1545071647026014,-0.0014810956591078145,-0.0006379190986392625,0.00010668423959902958,isaaclab.ArticulationData.body_com_state_w,,-0.031078859484787804,-0.12238895093672139,0.0,0.1983984028192038,0.19852277143132246,safe,safe,0.2222490916118458,1.9134766017196556,4,"[[-0.3123911917209625, -0.3232961595058441, 0.0], [0.2502223253250122, -0.3192591071128845, 0.0], [0.24730253219604492, 0.07903582602739334, 0.0], [-0.30888354778289795, 0.0730125904083252, 0.0]]",False,wheel_geometry_approximation,disabled,False,contact sensor disabled or unavailable; support contacts are geometry-estimated,nan,disabled,nan,False,friction utilization requires valid normal and tangential contact forces,0.0,idle_deadband,joint velocity vs base velocity with idle deadband,4 (geometry-estimated),contact_forces_unavailable,nan,False,contact_forces_unavailable,nan,0.0,[],0.0342158603766727,0.08879977464675903,1.0,rear_right_hip,0.00044425602873135646,adapter.command_state,"[{""available"": true, ""commandable"": true, ""joint_id"": 0, ""joint_name"": ""front_left_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 4, ""joint_name"": ""front_left_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 1, ""joint_name"": ""front_right_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 5, ""joint_name"": ""front_right_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 2, ""joint_name"": ""rear_left_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 6, ""joint_name"": ""rear_left_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 3, ""joint_name"": ""rear_right_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 7, ""joint_name"": ""rear_right_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 8, ""joint_name"": ""front_left_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 9, ""joint_name"": ""front_right_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 10, ""joint_name"": ""rear_left_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 11, ""joint_name"": ""rear_right_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}]","[""front_left_hip"", ""front_left_knee"", ""front_right_hip"", ""front_right_knee"", ""rear_left_hip"", ""rear_left_knee"", ""rear_right_hip"", ""rear_right_knee"", ""front_left_ankle"", ""front_right_ankle"", ""rear_left_ankle"", ""rear_right_ankle""]",contact sensor unavailable; contact forces unavailable; wheel support points are approximate; contact sensor disabled or unavailable; support contacts are geometry-estimated,,idle,,0.0,idle,0,0,,0,0,,,8.367200032807887
1,1.333333333333331,160,5,0.05,-0.007627291604876518,-0.0012711882591247559,0.09883283823728561,0.9999868869781494,0.0003875411639455706,-0.00501142255961895,0.001097069587558508,0.0007641146818747658,-0.010023729435764506,0.00219033739532819,-0.0017473698826506734,-0.0005554868257604539,0.0010439477628096938,-0.0022918779868632555,0.0032329214736819267,0.003761123865842819,2.9308585226535797,-0.031088780447085733,-0.12238976887667082,0.15450342518994042,-0.0014775721347590962,-0.0006183011822806858,0.00012209507888172967,isaaclab.ArticulationData.body_com_state_w,,-0.031088780447085733,-0.12238976887667082,0.0,0.198398908703033,0.1985193616541484,safe,safe,0.22225787494085825,1.9135208959698704,4,"[[-0.31241554021835327, -0.32329660654067993, 0.0], [0.25022274255752563, -0.31925928592681885, 0.0], [0.24730129539966583, 0.07903555035591125, 0.0], [-0.3089042901992798, 0.07301221787929535, 0.0]]",False,wheel_geometry_approximation,disabled,False,contact sensor disabled or unavailable; support contacts are geometry-estimated,nan,disabled,nan,False,friction utilization requires valid normal and tangential contact forces,0.0,idle_deadband,joint velocity vs base velocity with idle deadband,4 (geometry-estimated),contact_forces_unavailable,nan,False,contact_forces_unavailable,nan,0.0,[],0.03443433220615074,0.08939238637685776,1.0,rear_right_hip,0.000910003052703313,adapter.command_state,"[{""available"": true, ""commandable"": true, ""joint_id"": 0, ""joint_name"": ""front_left_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 4, ""joint_name"": ""front_left_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 1, ""joint_name"": ""front_right_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 5, ""joint_name"": ""front_right_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 2, ""joint_name"": ""rear_left_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 6, ""joint_name"": ""rear_left_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 3, ""joint_name"": ""rear_right_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 7, ""joint_name"": ""rear_right_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 8, ""joint_name"": ""front_left_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 9, ""joint_name"": ""front_right_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 10, ""joint_name"": ""rear_left_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 11, ""joint_name"": ""rear_right_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}]","[""front_left_hip"", ""front_left_knee"", ""front_right_hip"", ""front_right_knee"", ""rear_left_hip"", ""rear_left_knee"", ""rear_right_hip"", ""rear_right_knee"", ""front_left_ankle"", ""front_right_ankle"", ""rear_left_ankle"", ""rear_right_ankle""]",contact sensor unavailable; contact forces unavailable; wheel support points are approximate; contact sensor disabled or unavailable; support contacts are geometry-estimated,,idle,,0.0,idle,0,0,,0,0,,,155.64000001177192
2,1.358333333333331,163,5,0.05,-0.007636014372110367,-0.0012714415788650513,0.09882549196481705,0.9999867677688599,0.0003885110781993717,-0.005014276131987572,0.001097080996260047,0.0007660483179852298,-0.010029439829218192,0.0021903485960951914,-0.001741713029332459,-0.0005452792975120246,0.0010701236315071583,-0.0022434473503381014,0.0033717306796461344,0.003707966534420848,2.9308585226535797,-0.03109843328758566,-0.12239010584358519,0.15449989317435991,-0.0014695223409773549,-0.0006067063059982185,0.00014308274824333288,isaaclab.ArticulationData.body_com_state_w,,-0.03109843328758566,-0.12239010584358519,0.0,0.19839913443812546,0.19851728603054808,safe,safe,0.22226620061808505,1.9135628387427424,4,"[[-0.31243768334388733, -0.3232967257499695, 0.0], [0.25022268295288086, -0.3192594051361084, 0.0], [0.24730052053928375, 0.07903549075126648, 0.0], [-0.30892491340637207, 0.07301203161478043, 0.0]]",False,wheel_geometry_approximation,disabled,False,contact sensor disabled or unavailable; support contacts are geometry-estimated,nan,disabled,nan,False,friction utilization requires valid normal and tangential contact forces,0.0,idle_deadband,joint velocity vs base velocity with idle deadband,4 (geometry-estimated),contact_forces_unavailable,nan,False,contact_forces_unavailable,nan,0.0,[],0.03463965496545309,0.08992618322372437,1.0,rear_right_hip,0.001396262877547573,adapter.command_state,"[{""available"": true, ""commandable"": true, ""joint_id"": 0, ""joint_name"": ""front_left_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 4, ""joint_name"": ""front_left_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 1, ""joint_name"": ""front_right_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 5, ""joint_name"": ""front_right_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 2, ""joint_name"": ""rear_left_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 6, ""joint_name"": ""rear_left_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 3, ""joint_name"": ""rear_right_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 7, ""joint_name"": ""rear_right_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 8, ""joint_name"": ""front_left_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 9, ""joint_name"": ""front_right_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 10, ""joint_name"": ""rear_left_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 11, ""joint_name"": ""rear_right_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}]","[""front_left_hip"", ""front_left_knee"", ""front_right_hip"", ""front_right_knee"", ""rear_left_hip"", ""rear_left_knee"", ""rear_right_hip"", ""rear_right_knee"", ""front_left_ankle"", ""front_right_ankle"", ""rear_left_ankle"", ""rear_right_ankle""]",contact sensor unavailable; contact forces unavailable; wheel support points are approximate; contact sensor disabled or unavailable; support contacts are geometry-estimated,,idle,,0.0,idle,0,0,,0,0,,,3.641700022853911
3,1.3833333333333309,166,5,0.05,-0.007644206285476685,-0.0012716278433799744,0.09881837666034698,0.9999867677688599,0.0003892022359650582,-0.00501659233123064,0.0010971109149977565,0.000767425319925331,-0.010034073700045186,0.0021903997508327068,-0.0017233104445040226,-0.0005347839905880392,0.0010825323406606913,-0.0022657380905002356,0.003373353276401758,0.0036938199773430824,2.9308585226535797,-0.031107459669570504,-0.12239038145634139,0.1544964924066666,-0.0014510511158647625,-0.0005968281501336957,0.00015340398760248767,isaaclab.ArticulationData.body_com_state_w,,-0.031107459669570504,-0.12239038145634139,0.0,0.19839927116683306,0.19851548734664437,safe,safe,0.22227411381850914,1.9136026965507167,4,"[[-0.31245818734169006, -0.3232968747615814, 0.0], [0.25022247433662415, -0.31925952434539795, 0.0], [0.24730008840560913, 0.07903534919023514, 0.0], [-0.3089449405670166, 0.0730118677020073, 0.0]]",False,wheel_geometry_approximation,disabled,False,contact sensor disabled or unavailable; support contacts are geometry-estimated,nan,disabled,nan,False,friction utilization requires valid normal and tangential contact forces,0.0,idle_deadband,joint velocity vs base velocity with idle deadband,4 (geometry-estimated),contact_forces_unavailable,nan,False,contact_forces_unavailable,nan,0.0,[],0.03483303628205586,0.09041878581047058,1.0,rear_right_hip,0.0018965979684671182,adapter.command_state,"[{""available"": true, ""commandable"": true, ""joint_id"": 0, ""joint_name"": ""front_left_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 4, ""joint_name"": ""front_left_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 1, ""joint_name"": ""front_right_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 5, ""joint_name"": ""front_right_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 2, ""joint_name"": ""rear_left_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 6, ""joint_name"": ""rear_left_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 3, ""joint_name"": ""rear_right_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 7, ""joint_name"": ""rear_right_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 8, ""joint_name"": ""front_left_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 9, ""joint_name"": ""front_right_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 10, ""joint_name"": ""rear_left_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 11, ""joint_name"": ""rear_right_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}]","[""front_left_hip"", ""front_left_knee"", ""front_right_hip"", ""front_right_knee"", ""rear_left_hip"", ""rear_left_knee"", ""rear_right_hip"", ""rear_right_knee"", ""front_left_ankle"", ""front_right_ankle"", ""rear_left_ankle"", ""rear_right_ankle""]",contact sensor unavailable; contact forces unavailable; wheel support points are approximate; contact sensor disabled or unavailable; support contacts are geometry-estimated,,idle,,0.0,idle,0,0,,0,0,,,3.668299992568791
4,1.4083333333333308,169,5,0.05,-0.007652096450328827,-0.0012716799974441528,0.09881175309419632,0.9999867677688599,0.00038948003202676773,-0.005018905736505985,0.001097140833735466,0.0007679755737058106,-0.010038701079127615,0.0021904550514589417,-0.001711810240522027,-0.000535729865077883,0.0011082279961556196,-0.002225276315584779,0.0034197564236819744,0.00367840682156384,2.9308585226535797,-0.031116131761471558,-0.1223904610651743,0.15449339377740956,-0.001437970203949951,-0.0005966177464349307,0.0001723427474217433,isaaclab.ArticulationData.body_com_state_w,,-0.031116131761471558,-0.1223904610651743,0.0,0.1983993302865708,0.19851553280858986,safe,safe,0.2222814637985825,1.9136397349894088,4,"[[-0.3124772608280182, -0.3232969045639038, 0.0], [0.2502221167087555, -0.3192594647407532, 0.0], [0.24729949235916138, 0.07903532683849335, 0.0], [-0.30896395444869995, 0.07301182299852371, 0.0]]",False,wheel_geometry_approximation,disabled,False,contact sensor disabled or unavailable; support contacts are geometry-estimated,nan,disabled,nan,False,friction utilization requires valid normal and tangential contact forces,0.0,idle_deadband,joint velocity vs base velocity with idle deadband,4 (geometry-estimated),contact_forces_unavailable,nan,False,contact_forces_unavailable,nan,0.0,[],0.035015698678321744,0.09087857604026794,1.0,rear_right_hip,0.002413020953349985,adapter.command_state,"[{""available"": true, ""commandable"": true, ""joint_id"": 0, ""joint_name"": ""front_left_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 4, ""joint_name"": ""front_left_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 1, ""joint_name"": ""front_right_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 5, ""joint_name"": ""front_right_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 2, ""joint_name"": ""rear_left_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 6, ""joint_name"": ""rear_left_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 3, ""joint_name"": ""rear_right_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 7, ""joint_name"": ""rear_right_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 8, ""joint_name"": ""front_left_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 9, ""joint_name"": ""front_right_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 10, ""joint_name"": ""rear_left_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 11, ""joint_name"": ""rear_right_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}]","[""front_left_hip"", ""front_left_knee"", ""front_right_hip"", ""front_right_knee"", ""rear_left_hip"", ""rear_left_knee"", ""rear_right_hip"", ""rear_right_knee"", ""front_left_ankle"", ""front_right_ankle"", ""rear_left_ankle"", ""rear_right_ankle""]",contact sensor unavailable; contact forces unavailable; wheel support points are approximate; contact sensor disabled or unavailable; support contacts are geometry-estimated,,idle,,0.0,idle,0,0,,0,0,,,3.5835999296978116
5,1.4333333333333307,172,5,0.05,-0.007660247385501862,-0.0012719258666038513,0.09880583733320236,0.9999868273735046,0.0003906885103788227,-0.005021166056394577,0.0010970738949254155,0.0007703883045922533,-0.010043223651594465,0.002190307188885735,-0.0016740000573918223,-0.000503980612847954,0.001097498694434762,-0.002459279028698802,0.003463875036686659,0.0037164129316806793,2.9308585226535797,-0.031125026745563947,-0.12239087343965983,0.15449051673987493,-0.0013934487355402438,-0.000571425482546953,0.00016758003954530599,isaaclab.ArticulationData.body_com_state_w,,-0.031125026745563947,-0.12239087343965983,0.0,0.19839959482842776,0.19851085569300278,safe,safe,0.22228835023841642,1.9136743556607956,4,"[[-0.31249603629112244, -0.3232971429824829, 0.0], [0.25022146105766296, -0.3192596733570099, 0.0], [0.24729770421981812, 0.07903517037630081, 0.0], [-0.30898210406303406, 0.07301165908575058, 0.0]]",False,wheel_geometry_approximation,disabled,False,contact sensor disabled or unavailable; support contacts are geometry-estimated,nan,disabled,nan,False,friction utilization requires valid normal and tangential contact forces,0.0,idle_deadband,joint velocity vs base velocity with idle deadband,4 (geometry-estimated),contact_forces_unavailable,nan,False,contact_forces_unavailable,nan,0.0,[],0.03518781772633598,0.09132461249828339,1.0,rear_right_hip,0.0029422105427188393,adapter.command_state,"[{""available"": true, ""commandable"": true, ""joint_id"": 0, ""joint_name"": ""front_left_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 4, ""joint_name"": ""front_left_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 1, ""joint_name"": ""front_right_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 5, ""joint_name"": ""front_right_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 2, ""joint_name"": ""rear_left_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 6, ""joint_name"": ""rear_left_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 3, ""joint_name"": ""rear_right_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 7, ""joint_name"": ""rear_right_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 8, ""joint_name"": ""front_left_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 9, ""joint_name"": ""front_right_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 10, ""joint_name"": ""rear_left_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 11, ""joint_name"": ""rear_right_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}]","[""front_left_hip"", ""front_left_knee"", ""front_right_hip"", ""front_right_knee"", ""rear_left_hip"", ""rear_left_knee"", ""rear_right_hip"", ""rear_right_knee"", ""front_left_ankle"", ""front_right_ankle"", ""rear_left_ankle"", ""rear_right_ankle""]",contact sensor unavailable; contact forces unavailable; wheel support points are approximate; contact sensor disabled or unavailable; support contacts are geometry-estimated,,idle,,0.0,idle,0,0,,0,0,,,3.484399989247322
6,1.4583333333333306,175,5,0.05,-0.007666926831007004,-0.001272059977054596,0.09879986941814423,0.9999868273735046,0.0003910325176548213,-0.005023684818297625,0.0010971410665661097,0.0007710701622824239,-0.010048261911068872,0.002190436167246284,-0.00165745394770056,-0.0004889368428848684,0.0011063177371397614,-0.0025111958384513855,0.003527820808812976,0.0036961387377232313,2.9308585226535797,-0.031132558760986338,-0.12239104274808847,0.15448767315984208,-0.0013740630947722341,-0.0005578249630756261,0.00017654947525653402,isaaclab.ArticulationData.body_com_state_w,,-0.031132558760986338,-0.12239104274808847,0.0,0.19839969048795802,0.19850827336183424,safe,safe,0.22229497929715636,1.9137077320583378,4,"[[-0.3125132918357849, -0.32329726219177246, 0.0], [0.2502211034297943, -0.31925973296165466, 0.0], [0.2472972720861435, 0.0790352001786232, 0.0], [-0.3089990019798279, 0.07301145792007446, 0.0]]",False,wheel_geometry_approximation,disabled,False,contact sensor disabled or unavailable; support contacts are geometry-estimated,nan,disabled,nan,False,friction utilization requires valid normal and tangential contact forces,0.0,idle_deadband,joint velocity vs base velocity with idle deadband,4 (geometry-estimated),contact_forces_unavailable,nan,False,contact_forces_unavailable,nan,0.0,[],0.03535106684772099,0.09174040704965591,1.0,rear_right_hip,0.0034884452062002363,adapter.command_state,"[{""available"": true, ""commandable"": true, ""joint_id"": 0, ""joint_name"": ""front_left_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 4, ""joint_name"": ""front_left_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 1, ""joint_name"": ""front_right_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 5, ""joint_name"": ""front_right_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 2, ""joint_name"": ""rear_left_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 6, ""joint_name"": ""rear_left_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 3, ""joint_name"": ""rear_right_hip"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 7, ""joint_name"": ""rear_right_knee"", ""kind"": ""servo"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 8, ""joint_name"": ""front_left_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 9, ""joint_name"": ""front_right_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 10, ""joint_name"": ""rear_left_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}, {""available"": true, ""commandable"": true, ""joint_id"": 11, ""joint_name"": ""rear_right_ankle"", ""kind"": ""wheel"", ""source"": ""telemetry_articulation""}]","[""front_left_hip"", ""front_left_knee"", ""front_right_hip"", ""front_right_knee"", ""rear_left_hip"", ""rear_left_knee"", ""rear_right_hip"", ""rear_right_knee"", ""front_left_ankle"", ""front_right_ankle"", ""rear_left_ankle"", ""rear_right_ankle""]",contact sensor unavailable; contact forces unavailable; wheel support points are approximate; contact sensor disabled or unavailable; support contacts are geometry-estimated,,idle,,0.0,idle,0,0,,0,0,,,3.602399956434965
