sample_index,time_s,sim_step,obstacle_height_cm,obstacle_height_m,base_x_m,base_y_m,base_z_m,base_qw,base_qx,base_qy,base_qz,base_roll_rad,base_pitch_rad,base_yaw_rad,base_vx_m_s,base_vy_m_s,base_vz_m_s,base_wx_rad_s,base_wy_rad_s,base_wz_rad_s,total_mass_kg,com_x_m,com_y_m,com_z_m,com_vx_m_s,com_vy_m_s,com_vz_m_s,com_source,com_warning,com_projection_x_m,com_projection_y_m,com_projection_z_m,static_stability_margin_m,dynamic_stability_margin_m,stability_state,dynamic_stability_state,support_area_m2,support_perimeter_m,active_contact_count,support_polygon_w,support_degenerate,contact_geometry_source,max_contact_force_n,max_friction_utilization,max_wheel_slip_ratio,equilibrium_status,equilibrium_stability_margin_m,equilibrium_area_m2,equilibrium_solver_time_ms,equilibrium_vertices_w,tracking_rmse_rad,max_abs_tracking_error_rad,max_torque_utilization,max_torque_joint,total_positive_work_j,command_target_source,warnings,selected_step_sequence,step_sequence_phase,step_index,step_progress,replay_state,replay_event_index,replay_event_count,last_replay_command,sequence_interruption,sequence_retry,sequence_success,failure_reason,sample_overhead_ms
120,4.058333333333325,487,5,0.05,0.08213065564632416,-0.0005918592214584351,0.09864998608827591,0.9999790191650391,-4.933068703394383e-05,-0.0063274940475821495,0.001358993467874825,-0.00011586663688098041,-0.012654927221194009,0.00271877544094166,0.014197256416082382,0.0003742487751878798,0.006442059297114611,-0.0016262975987046957,0.007975525222718716,0.001437036320567131,2.9308585226535797,0.058596155251880624,-0.12167389958154769,0.15448771209285198,0.01381072511127719,0.0003280444957855339,0.0030439238346603847,isaaclab.ArticulationData.body_com_state_w,,0.058596155251880624,-0.12167389958154769,-0.0004724730710425904,0.19830474171029341,0.19827049162128102,safe,safe,0.22211475161683347,1.912794279402507,4,"[[-0.2220037877559662, -0.3228170573711395, -0.0004724730710425904], [0.34022557735443115, -0.3184894025325775, -0.0004724730710425904], [0.3369136452674866, 0.07980315387248993, -0.0004724730710425904], [-0.21897120773792267, 0.07349260151386261, -0.0004724730710425904]]",False,sensor_force_with_wheel_geometry_approximation,7.479770660400458,nan,nan,success,0.198411548749542,0.22208433695650043,121.4068999979645,"[[-0.22407111525535578, -0.32287243008613586, -0.0004242220855033386], [0.3380339741706848, -0.3185470402240753, -0.0004242220855033386], [0.3346552550792694, 0.07974579930305484, -0.0004242220855033386], [-0.2211991399526596, 0.073435939848423, -0.0004242220855033386]]",1.0195248889244612,1.846382975578308,0.4419723185438171,rear_right_hip,0.34577837354427604,adapter.command_state,,5cm accepted steps,command,1,0.022411279888909147,active,0,269,wheel all 0.3,0,0,,,9.39759996253997
121,4.083333333333326,490,5,0.05,0.08289195597171783,-0.0005550235509872437,0.098572738468647,0.9999793171882629,-0.00022651359904557467,-0.006290505640208721,0.0013607630971819162,-0.00047017477686386915,-0.012580465090331163,0.002724538352189568,0.014390788041055202,0.0007145308190956712,0.0056724692694842815,-0.005945628974586725,0.007802177220582962,0.0017104762373492122,2.9308585226535797,0.05935733401167548,-0.12161732573031746,0.1544594955499776,0.01445070792390442,0.0005475303810711954,0.00258475557481467,isaaclab.ArticulationData.body_com_state_w,,0.05935733401167548,-0.12161732573031746,-0.0004973234262416993,0.1982674625245897,0.19819077460104295,safe,safe,0.2221281434604831,1.9128631344372513,4,"[[-0.22131118178367612, -0.32279834151268005, -0.0004973234262416993], [0.3409668207168579, -0.3184696137905121, -0.0004973234262416993], [0.3376888036727905, 0.07982295006513596, -0.0004973234262416993], [-0.2182158678770065, 0.07351148873567581, -0.0004973234262416993]]",False,sensor_force_with_wheel_geometry_approximation,7.663957595825265,nan,nan,success,0.198411548749542,0.22208433695650043,121.4068999979645,"[[-0.22407111525535578, -0.32287243008613586, -0.0004242220855033386], [0.3380339741706848, -0.3185470402240753, -0.0004242220855033386], [0.3346552550792694, 0.07974579930305484, -0.0004242220855033386], [-0.2211991399526596, 0.073435939848423, -0.0004242220855033386]]",1.0282750239121028,1.8624194860458374,0.8003995012283414,front_right_knee,0.3475698183037767,adapter.command_state,,5cm accepted steps,command,1,0.022597523212085687,active,0,269,wheel all 0.3,0,0,,,9.181099943816662
122,4.108333333333327,493,5,0.05,0.083666130900383,-0.0005153194069862366,0.0984826311469078,0.9999794363975525,-0.00041529216105118394,-0.006250392645597458,0.0013614153722301126,-0.0008476523524597753,-0.012499723374591511,0.0027281828337644247,0.014376564882695675,0.0007144138216972351,0.005470451898872852,-0.006182268727570772,0.007947079837322235,0.0018570655956864357,2.9308585226535797,0.060130573749962515,-0.12155647155715012,0.15442035172222737,0.014442748833162248,0.0005396402135884934,0.0023434778839961563,isaaclab.ArticulationData.body_com_state_w,,0.060130573749962515,-0.12155647155715012,-0.000529373954376108,0.1982277680454573,0.19815263564901794,safe,safe,0.22214083487033576,1.9129285847718682,4,"[[-0.2206090539693832, -0.3227769732475281, -0.000529373954376108], [0.34171468019485474, -0.318448543548584, -0.000529373954376108], [0.33847373723983765, 0.07984381914138794, -0.000529373954376108], [-0.21745055913925168, 0.07353296875953674, -0.000529373954376108]]",False,sensor_force_with_wheel_geometry_approximation,7.695816040039132,nan,nan,success,0.198411548749542,0.22208433695650043,121.4068999979645,"[[-0.22407111525535578, -0.32287243008613586, -0.0004242220855033386], [0.3380339741706848, -0.3185470402240753, -0.0004242220855033386], [0.3346552550792694, 0.07974579930305484, -0.0004242220855033386], [-0.2211991399526596, 0.073435939848423, -0.0004242220855033386]]",1.037102940461051,1.8785854578018188,1.0,rear_left_knee,0.3497925381030034,adapter.command_state,,5cm accepted steps,command,1,0.022783766535262227,active,0,269,wheel all 0.3,0,0,,,9.801300009712577
123,4.133333333333328,496,5,0.05,0.08445662260055542,-0.0004754886031150818,0.09838180243968964,0.999979555606842,-0.0006068392540328205,-0.00620921840891242,0.0013624357525259256,-0.0012306683326879406,-0.012416849796295454,0.0027325661394869754,0.014406380243599415,0.0006827398901805282,0.005234128329902887,-0.0073976474814116955,0.005759414751082659,0.002666578395292163,2.9308585226535797,0.060918689737788925,-0.12149520211328815,0.15437001149228027,0.014383466552853245,0.0004724325951159383,0.0021254106318117174,isaaclab.ArticulationData.body_com_state_w,,0.060918689737788925,-0.12149520211328815,-0.0005764048124107865,0.1981874796544459,0.19812565202800894,safe,safe,0.22215292751862206,1.9129910980678677,4,"[[-0.21989618241786957, -0.32275596261024475, -0.0005764048124107865], [0.34246987104415894, -0.3184274733066559, -0.0005764048124107865], [0.3392699658870697, 0.07986476272344589, -0.0005764048124107865], [-0.21667452156543732, 0.07355393469333649, -0.0005764048124107865]]",False,sensor_force_with_wheel_geometry_approximation,7.913634777069163,nan,nan,success,0.198411548749542,0.22208433695650043,121.4068999979645,"[[-0.22407111525535578, -0.32287243008613586, -0.0004242220855033386], [0.3380339741706848, -0.3185470402240753, -0.0004242220855033386], [0.3346552550792694, 0.07974579930305484, -0.0004242220855033386], [-0.2211991399526596, 0.073435939848423, -0.0004242220855033386]]",1.0460241322043144,1.8949154615402222,0.7823586325758717,rear_right_hip,0.3514455627734607,adapter.command_state,,5cm accepted steps,command,1,0.022970009858438768,active,0,269,wheel all 0.3,0,0,,,13.649799977429211
124,4.15833333333333,499,5,0.05,0.08524218201637268,-0.00042644888162612915,0.09826971590518951,0.9999796748161316,-0.0008489693864248693,-0.006174506153911352,0.0013655762886628509,-0.0017148992277192258,-0.012346755597088038,0.0027417932497519042,0.013286442495882511,0.0004300088039599359,0.006543231196701527,-0.002762014279142022,0.01256926916539669,0.0010378705337643623,2.9308585226535797,0.06170200937046734,-0.12141914823697898,0.1543194595391626,0.013293330318773635,0.0003486334404084541,0.003558017042585949,isaaclab.ArticulationData.body_com_state_w,,0.06170200937046734,-0.12141914823697898,-0.0006303801967879601,0.19813641550249997,0.1980968792220991,safe,safe,0.2221605134285277,1.9130310623611742,4,"[[-0.219176784157753, -0.32273170351982117, -0.0006303801967879601], [0.34320443868637085, -0.3184012472629547, -0.0006303801967879601], [0.34007135033607483, 0.07989078760147093, -0.0006303801967879601], [-0.215898334980011, 0.07357802242040633, -0.0006303801967879601]]",False,sensor_force_with_wheel_geometry_approximation,7.561330795288154,nan,nan,success,0.198411548749542,0.22208433695650043,121.4068999979645,"[[-0.22407111525535578, -0.32287243008613586, -0.0004242220855033386], [0.3380339741706848, -0.3185470402240753, -0.0004242220855033386], [0.3346552550792694, 0.07974579930305484, -0.0004242220855033386], [-0.2211991399526596, 0.073435939848423, -0.0004242220855033386]]",1.0549729154868648,1.9113839864730835,0.7579520762769898,rear_right_hip,0.3531994624508123,adapter.command_state,,5cm accepted steps,command,1,0.023156253181615304,active,0,269,wheel all 0.3,0,0,,,11.983399977907538
125,4.183333333333331,502,5,0.05,0.0858384519815445,-0.0004291906952857971,0.09833157807588577,0.9999802112579346,-0.0008227753569371998,-0.006079954095184803,0.0013639731332659721,-0.0016622276723698719,-0.012157723475964222,0.002738103137403155,0.01231097150593996,-0.0017313844291493297,0.00797189213335514,0.006796951871365309,0.010747170075774193,0.0021880308631807566,2.9308585226535797,0.06232715650540443,-0.12142466691009024,0.1543820303954006,0.012810087934304042,-0.0015438686740158153,0.004842961167723592,isaaclab.ArticulationData.body_com_state_w,,0.06232715650540443,-0.12142466691009024,-0.000567601859368864,0.19814186452257526,0.19847969753540642,safe,safe,0.2221722834825024,1.9130893448128894,4,"[[-0.21851500868797302, -0.3227308392524719, -0.000567601859368864], [0.34387966990470886, -0.3184019923210144, -0.000567601859368864], [0.3407403528690338, 0.07989018410444261, -0.000567601859368864], [-0.21527424454689026, 0.07357895374298097, -0.000567601859368864]]",False,sensor_force_with_wheel_geometry_approximation,8.13339424133308,nan,nan,success,0.19814186452257526,0.2221722834825024,145.72999998927116,"[[-0.21851500868797302, -0.32273083925247187, -0.000567601859368864], [0.3438796699047089, -0.3184019923210144, -0.000567601859368864], [0.3407403528690338, 0.07989018410444258, -0.000567601859368864], [-0.21527424454689026, 0.07357895374298094, -0.000567601859368864]]",1.063016217744764,1.9253814220428467,0.6766850299007799,front_left_knee,0.3560236242797958,adapter.command_state,,5cm accepted steps,command,1,0.023342496504791845,active,0,269,wheel all 0.3,0,0,,,157.00769994873554
126,4.208333333333332,505,5,0.05,0.08644592016935349,-0.00044908374547958374,0.09843280166387558,0.999980628490448,-0.0007113986648619175,-0.00603018794208765,0.001362818875350058,-0.0014393110379062964,-0.012058495665863542,0.002734366933533702,0.013138012029230595,-0.0018798030214384198,0.007743176072835922,0.0068579176440835,0.00989186204969883,0.00258880527690053,2.9308585226535797,0.06295333096934858,-0.12145697863323121,0.15445963091885073,0.01346862390983769,-0.001690355734546832,0.0046043349098105054,isaaclab.ArticulationData.body_com_state_w,,0.06295333096934858,-0.12145697863323121,-0.00048815837718214797,0.1981652429503572,0.19853386400047243,safe,safe,0.2221770811064634,1.9131126559122245,4,"[[-0.2178550362586975, -0.3227393925189972, -0.00048815837718214797], [0.3445568084716797, -0.3184112310409546, -0.00048815837718214797], [0.34138038754463196, 0.07988116145133972, -0.00048815837718214797], [-0.21464011073112488, 0.0735703557729721, -0.00048815837718214797]]",False,sensor_force_with_wheel_geometry_approximation,8.23304939270027,nan,nan,success,0.19814186452257526,0.2221722834825024,145.72999998927116,"[[-0.21851500868797302, -0.32273083925247187, -0.000567601859368864], [0.3438796699047089, -0.3184019923210144, -0.000567601859368864], [0.3407403528690338, 0.07989018410444258, -0.000567601859368864], [-0.21527424454689026, 0.07357895374298094, -0.000567601859368864]]",1.0709459468648954,1.9385780096054077,0.6314983079786952,rear_right_hip,0.35827460873016476,adapter.command_state,,5cm accepted steps,command,1,0.023528739827968385,active,0,269,wheel all 0.3,0,0,,,10.468900087289512
127,4.233333333333333,508,5,0.05,0.08709526062011719,-0.0004718676209449768,0.09852968156337738,0.9999809861183167,-0.0005853760521858931,-0.00598691264167428,0.0013615202624350786,-0.0011871177911573578,-0.011972289473990167,0.0027301969633653613,0.013575679622590542,-0.0021680970676243305,0.0072999740950763226,0.007612478453665972,0.008830800652503967,0.003022641409188509,2.9308585226535797,0.06361382974849634,-0.12149382434932089,0.154529311519125,0.013213842948176121,-0.0019582241943433974,0.0045118094173748026,isaaclab.ArticulationData.body_com_state_w,,0.06361382974849634,-0.12149382434932089,-0.00041660147166561797,0.1981918062727904,0.1986134163363598,safe,safe,0.22218395988553086,1.9131466480724797,4,"[[-0.2171851843595505, -0.32274946570396423, -0.00041660147166561797], [0.3452575206756592, -0.318421870470047, -0.00041660147166561797], [0.34203529357910156, 0.07987050712108612, -0.00041660147166561797], [-0.2139881402254105, 0.07356028258800507, -0.00041660147166561797]]",False,sensor_force_with_wheel_geometry_approximation,8.432891845703201,nan,nan,success,0.19814186452257526,0.2221722834825024,145.72999998927116,"[[-0.21851500868797302, -0.32273083925247187, -0.000567601859368864], [0.3438796699047089, -0.3184019923210144, -0.000567601859368864], [0.3407403528690338, 0.07989018410444258, -0.000567601859368864], [-0.21527424454689026, 0.07357895374298094, -0.000567601859368864]]",1.0789390404534291,1.9519121646881104,0.6743641133773925,rear_right_hip,0.3602006633465971,adapter.command_state,,5cm accepted steps,command,1,0.023714983151144925,active,0,269,wheel all 0.3,0,0,,,9.534499957226217
128,4.258333333333335,511,5,0.05,0.08777543157339096,-0.0004944354295730591,0.0986177921295166,0.9999812841415405,-0.00045592078822664917,-0.005954420659691095,0.001358405570499599,-0.0009280674044679032,-0.011907660269552563,0.0027223859395996805,0.014053226448595524,-0.0019798052962869406,0.007386954501271248,0.006822584196925163,0.008352519012987614,0.0027823513373732567,2.9308585226535797,0.0642985652441402,-0.1215307795543958,0.15458969689448165,0.014180433139958617,-0.0017904280871919981,0.0042224862368139444,isaaclab.ArticulationData.body_com_state_w,,0.0642985652441402,-0.1215307795543958,-0.0003526749830845105,0.19821918053539486,0.1986094138976072,safe,safe,0.22219020208943585,1.9131774973251892,4,"[[-0.21650438010692596, -0.32275792956352234, -0.0003526749830845105], [0.3459688425064087, -0.31843301653862, -0.0003526749830845105], [0.342703253030777, 0.0798594057559967, -0.0003526749830845105], [-0.2133202701807022, 0.07355181872844696, -0.0003526749830845105]]",False,sensor_force_with_wheel_geometry_approximation,8.600283622741777,nan,nan,success,0.19814186452257526,0.2221722834825024,145.72999998927116,"[[-0.21851500868797302, -0.32273083925247187, -0.000567601859368864], [0.3438796699047089, -0.3184019923210144, -0.000567601859368864], [0.3407403528690338, 0.07989018410444258, -0.000567601859368864], [-0.21527424454689026, 0.07357895374298094, -0.000567601859368864]]",1.0870101718820646,1.9653844833374023,0.7644246990693994,rear_right_hip,0.3627005102899384,adapter.command_state,,5cm accepted steps,command,1,0.023901226474321465,active,0,269,wheel all 0.3,0,0,,,8.874399936757982
129,4.283333333333336,514,5,0.05,0.08847475051879883,-0.0005199164152145386,0.09870261698961258,0.9999815821647644,-0.0003146904055029154,-0.005919874180108309,0.0013566501438617706,-0.0006454767988023426,-0.011838951240339905,0.0027171695259974333,0.013944474048912525,-0.002271916251629591,0.006862025707960129,0.007567672524601221,0.007591336965560913,0.003250393783673644,2.9308585226535797,0.06500031895769424,-0.12157201774012763,0.1546427166957935,0.013435492070590445,-0.0020622931959529407,0.004058948522983779,isaaclab.ArticulationData.body_com_state_w,,0.06500031895769424,-0.12157201774012763,-0.000296172967456942,0.19824913576397182,0.19859945948772142,safe,safe,0.22219687644562375,1.9132106140054232,4,"[[-0.21581754088401792, -0.32276907563209534, -0.000296172967456942], [0.34668922424316406, -0.3184451460838318, -0.000296172967456942], [0.34338104724884033, 0.07984740287065506, -0.000296172967456942], [-0.21264161169528958, 0.07354071736335754, -0.000296172967456942]]",False,sensor_force_with_wheel_geometry_approximation,8.744725227356035,nan,nan,success,0.19814186452257526,0.2221722834825024,145.72999998927116,"[[-0.21851500868797302, -0.32273083925247187, -0.000567601859368864], [0.3438796699047089, -0.3184019923210144, -0.000567601859368864], [0.3407403528690338, 0.07989018410444258, -0.000567601859368864], [-0.21527424454689026, 0.07357895374298094, -0.000567601859368864]]",1.095140572340141,1.9789873361587524,0.8319631182359215,rear_right_hip,0.36499635532263136,adapter.command_state,,5cm accepted steps,command,1,0.024087469797498005,active,0,269,wheel all 0.3,0,0,,,8.972699986770749
130,4.308333333333337,517,5,0.05,0.0891914814710617,-0.0005446076393127441,0.0987786278128624,0.9999817609786987,-0.000170489918673411,-0.005890314467251301,0.0013517753686755896,-0.0003569231287175332,-0.01178022472443042,0.0027057007432196873,0.014303303323686123,-0.002099319826811552,0.006953222211450338,0.00656920438632369,0.007539715617895126,0.0032088321167975664,2.9308585226535797,0.06571586665438839,-0.12161264772559968,0.15468600424672502,0.014370259677320214,-0.0019154535483909831,0.0037491972495412216,isaaclab.ArticulationData.body_com_state_w,,0.06571586665438839,-0.12161264772559968,-0.0002489747149294464,0.19827968701252938,0.19859712363011905,safe,safe,0.22220130074006117,1.913232582710152,4,"[[-0.2151225060224533, -0.32277724146842957, -0.0002489747149294464], [0.34741079807281494, -0.3184577524662018, -0.0002489747149294464], [0.34406912326812744, 0.07983474433422089, -0.0002489747149294464], [-0.21194878220558167, 0.07353261113166809, -0.0002489747149294464]]",False,sensor_force_with_wheel_geometry_approximation,8.899320602417072,nan,nan,success,0.19814186452257526,0.2221722834825024,145.72999998927116,"[[-0.21851500868797302, -0.32273083925247187, -0.000567601859368864], [0.3438796699047089, -0.3184019923210144, -0.000567601859368864], [0.3407403528690338, 0.07989018410444258, -0.000567601859368864], [-0.21527424454689026, 0.07357895374298094, -0.000567601859368864]]",1.1033599114998427,1.992761254310608,0.8886801598040235,rear_right_hip,0.3676349641380204,adapter.command_state,,5cm accepted steps,command,1,0.024273713120674546,active,0,269,wheel all 0.3,0,0,,,9.435600019060075
131,4.333333333333338,520,5,0.05,0.08991041779518127,-0.0005701631307601929,0.09884506464004517,0.9999820590019226,-2.2406678908737376e-05,-0.005857287440448999,0.0013472132850438356,-6.0598728093693245e-05,-0.011714569438192315,0.002694828229520877,0.014170418493449688,-0.0021107650827616453,0.00662991963326931,0.005357075482606888,0.0065539185889065266,0.003919796086847782,2.9308585226535797,0.06643502607423149,-0.12165460262062053,0.15471901240172314,0.014256174947468066,-0.0019598431972063686,0.0034305681448302677,isaaclab.ArticulationData.body_com_state_w,,0.06643502607423149,-0.12165460262062053,-0.0002105118404900587,0.19831104716247086,0.19855742735763743,safe,safe,0.22220780693170833,1.913265008573943,4,"[[-0.2144259363412857, -0.3227861523628235, -0.0002105118404900587], [0.34814268350601196, -0.3184707760810852, -0.0002105118404900587], [0.34476280212402344, 0.07982181012630463, -0.0002105118404900587], [-0.21125179529190063, 0.07352378219366074, -0.0002105118404900587]]",False,sensor_force_with_wheel_geometry_approximation,9.141486167907797,nan,nan,success,0.19814186452257526,0.2221722834825024,145.72999998927116,"[[-0.21851500868797302, -0.32273083925247187, -0.000567601859368864], [0.3438796699047089, -0.3184019923210144, -0.000567601859368864], [0.3407403528690338, 0.07989018410444258, -0.000567601859368864], [-0.21527424454689026, 0.07357895374298094, -0.000567601859368864]]",1.1116192834172627,2.0066468715667725,1.0,rear_right_hip,0.37178047974186007,adapter.command_state,,5cm accepted steps,command,1,0.024459956443851086,active,0,269,wheel all 0.3,0,0,,,10.300599969923496
132,4.35833333333334,523,5,0.05,0.09065692871809006,-0.0005959272384643555,0.09890247881412506,0.9999820590019226,0.0001250748900929466,-0.005836798809468746,0.001343109761364758,0.00023448234773049424,-0.011673989247296523,0.0026848974139519143,0.014335651881992817,-0.002083340659737587,0.006533383391797543,0.005262609105557203,0.00699267815798521,0.003797839628532529,2.9308585226535797,0.06717605465102165,-0.12169669351443761,0.15474310775355227,0.014378634516396545,-0.0019342420668221868,0.0032770680553758885,isaaclab.ArticulationData.body_com_state_w,,0.06717605465102165,-0.12169669351443761,-0.00018040285514289177,0.19834231451519016,0.19853133721383331,safe,safe,0.2222124598230793,1.9132883329611685,4,"[[-0.21371731162071228, -0.3227956295013428, -0.00018040285514289177], [0.34888118505477905, -0.3184836506843567, -0.00018040285514289177], [0.3454699218273163, 0.0798088237643242, -0.00018040285514289177], [-0.2105378955602646, 0.07351440191268922, -0.00018040285514289177]]",False,sensor_force_with_wheel_geometry_approximation,9.1752939224244,nan,nan,success,0.19814186452257526,0.2221722834825024,145.72999998927116,"[[-0.21851500868797302, -0.32273083925247187, -0.000567601859368864], [0.3438796699047089, -0.3184019923210144, -0.000567601859368864], [0.3407403528690338, 0.07989018410444258, -0.000567601859368864], [-0.21527424454689026, 0.07357895374298094, -0.000567601859368864]]",1.119990032956664,2.02073335647583,1.0,front_left_hip,0.3766478560718283,adapter.command_state,,5cm accepted steps,command,1,0.024646199767027626,active,0,269,wheel all 0.3,0,0,,,9.303399943746626
133,4.383333333333341,526,5,0.05,0.0913962870836258,-0.0006203576922416687,0.09894640743732452,0.9999821782112122,0.000267802708549425,-0.005815501790493727,0.001338205300271511,0.0005200663856336762,-0.011631774879672688,0.002673432020369836,0.014202502556145191,-0.0019155587069690228,0.006176956929266453,0.0036165318451821804,0.006575946230441332,0.004172503016889095,2.9308585226535797,0.06791205451863139,-0.12173688719577697,0.15475552986336405,0.014253498084114026,-0.0018116056239619307,0.002917593661894969,isaaclab.ArticulationData.body_com_state_w,,0.06791205451863139,-0.12173688719577697,-0.0001585002960205319,0.19837249058378345,0.19852606368139655,safe,safe,0.22221734784957298,1.9133128918276259,4,"[[-0.21300862729549408, -0.32280367612838745, -0.0001585002960205319], [0.34961867332458496, -0.31849613785743713, -0.0001585002960205319], [0.3461807072162628, 0.07979624718427657, -0.0001585002960205319], [-0.20982272922992706, 0.0735063850879669, -0.0001585002960205319]]",False,sensor_force_with_wheel_geometry_approximation,9.332907676696863,nan,nan,success,0.1983724905837835,0.22221734784957298,123.45559999812394,"[[-0.21300862729549408, -0.32280367612838745, -0.0001585002960205319], [0.34961867332458496, -0.31849613785743713, -0.0001585002960205319], [0.3461807072162628, 0.07979624718427657, -0.0001585002960205319], [-0.20982272922992706, 0.07350638508796693, -0.0001585002960205319]]",1.12840515634167,2.0349555015563965,1.0,rear_right_hip,0.3805716483284543,adapter.command_state,,5cm accepted steps,command,1,0.024832443090204166,active,0,269,wheel all 0.3,0,0,,,132.94270006008446
134,4.408333333333342,529,5,0.05,0.09216124564409256,-0.000644393265247345,0.09898246079683304,0.9999822378158569,0.0004093071329407394,-0.005796308629214764,0.0013330477522686124,0.0008032002658790798,-0.011593762123179132,0.002661485172928749,0.014769963920116425,-0.0020195746328681707,0.005849066190421581,0.001659639528952539,0.005439686588943005,0.006246571429073811,2.9308585226535797,0.0686703058872881,-0.12177651347606644,0.15475872364844745,0.014961377065194056,-0.0019690068648661923,0.002561437955334558,isaaclab.ArticulationData.body_com_state_w,,0.0686703058872881,-0.12177651347606644,-0.00014206706485159632,0.1984024903765318,0.19846371813589403,safe,safe,0.22222148384010354,1.9133337937977695,4,"[[-0.21228849887847898, -0.3228113055229187, -0.00014206706485159632], [0.35036879777908325, -0.31850847601890564, -0.00014206706485159632], [0.346905380487442, 0.0797838568687439, -0.00014206706485159632], [-0.2090886980295181, 0.07349883019924164, -0.00014206706485159632]]",False,sensor_force_with_wheel_geometry_approximation,9.839838981628507,nan,nan,success,0.1983724905837835,0.22221734784957298,123.45559999812394,"[[-0.21300862729549408, -0.32280367612838745, -0.0001585002960205319], [0.34961867332458496, -0.31849613785743713, -0.0001585002960205319], [0.3461807072162628, 0.07979624718427657, -0.0001585002960205319], [-0.20982272922992706, 0.07350638508796693, -0.0001585002960205319]]",1.1369181342406887,2.049394369125366,1.0,rear_right_hip,0.38357989457431313,adapter.command_state,,5cm accepted steps,command,1,0.025018686413380706,active,0,269,wheel all 0.3,0,0,,,8.834399981424212
135,4.433333333333343,532,5,0.05,0.09290576726198196,-0.0006678178906440735,0.09901150315999985,0.999982476234436,0.0005465042195282876,-0.005754147190600634,0.0013267872855067253,0.0010777916935748079,-0.011509795623657155,0.0026474168651462477,0.013604420237243176,-0.0011558643309399486,0.0069421823136508465,-0.0019181438256055117,0.012256689369678497,0.005197935737669468,2.9308585226535797,0.06941524213358813,-0.12181499651640748,0.15475598614881114,0.013876942337667075,-0.001203789436664536,0.0035254536054477956,isaaclab.ArticulationData.body_com_state_w,,0.06941524213358813,-0.12181499651640748,-0.00013563770355085015,0.19843143283004797,0.19858953790778242,safe,safe,0.2222273683776287,1.9133637987838725,4,"[[-0.2115813344717026, -0.3228181004524231, -0.00013563770355085015], [0.3511151373386383, -0.31852108240127563, -0.00013563770355085015], [0.3476291000843048, 0.079770989716053, -0.00013563770355085015], [-0.20835562050342563, 0.07349219173192977, -0.00013563770355085015]]",False,sensor_force_with_wheel_geometry_approximation,9.716548919677821,nan,nan,success,0.1983724905837835,0.22221734784957298,123.45559999812394,"[[-0.21300862729549408, -0.32280367612838745, -0.0001585002960205319], [0.34961867332458496, -0.31849613785743713, -0.0001585002960205319], [0.3461807072162628, 0.07979624718427657, -0.0001585002960205319], [-0.20982272922992706, 0.07350638508796693, -0.0001585002960205319]]",1.145417260122634,2.063896417617798,1.0,front_right_hip,0.3879606367906037,adapter.command_state,,5cm accepted steps,command,1,0.025204929736557247,active,0,269,wheel all 0.3,0,0,,,9.579099947586656
136,4.458333333333345,535,5,0.05,0.0936678946018219,-0.0006838664412498474,0.0990276113152504,0.9999827146530151,0.0006560439360328019,-0.005710546858608723,0.0013179938541725278,0.0012970969784541707,-0.011422871665322572,0.0026286233789307952,0.014067301526665688,-0.0017527181189507246,0.005552519112825394,0.001161213032901287,0.006382339634001255,0.005838390439748764,2.9308585226535797,0.070174141483599,-0.12184289212769549,0.15474922469872052,0.014222246438807198,-0.0017145438034977898,0.002197082470590637,isaaclab.ArticulationData.body_com_state_w,,0.070174141483599,-0.12184289212769549,-0.00012138099522875042,0.1984545928800884,0.1984637192250382,safe,safe,0.22223565932761324,1.9134062713552997,4,"[[-0.21088095009326932, -0.32281866669654846, -0.00012138099522875042], [0.35186412930488586, -0.318530410528183, -0.00012138099522875042], [0.3483661413192749, 0.07976149022579193, -0.00012138099522875042], [-0.2076122313737869, 0.07349172234535217, -0.00012138099522875042]]",False,sensor_force_with_wheel_geometry_approximation,10.048705101013274,nan,nan,success,0.1983724905837835,0.22221734784957298,123.45559999812394,"[[-0.21300862729549408, -0.32280367612838745, -0.0001585002960205319], [0.34961867332458496, -0.31849613785743713, -0.0001585002960205319], [0.3461807072162628, 0.07979624718427657, -0.0001585002960205319], [-0.20982272922992706, 0.07350638508796693, -0.0001585002960205319]]",1.153957899360868,2.07865309715271,1.0,rear_right_hip,0.39183441265044044,adapter.command_state,,5cm accepted steps,command,1,0.025391173059733787,active,0,269,wheel all 0.3,0,0,,,4.965399974025786
