name,elapsed_ms,height_mm,speed_percent
tab_switch,9.038300020620227,,
tab_switch,32.988499850034714,,
tab_switch,46.20230011641979,,
tab_switch,9.279000107198954,,
tab_switch,49.32129988446832,,
tab_switch,9.718199959024787,,
tab_switch,43.72009984217584,,
tab_switch,25.79739992506802,,
tab_switch,7.930200081318617,,
tab_switch,9.547499939799309,,
tab_switch,7.939200149849057,,
tab_switch,6.753199966624379,,
tab_switch,8.492599939927459,,
tab_switch,8.786499965935946,,
tab_switch,6.095800083130598,,
tab_switch,8.540600072592497,,
tab_switch,9.529300034046173,,
tab_switch,8.656600024551153,,
tab_switch,7.940500043332577,,
tab_switch,9.473900077864528,,
tab_switch,8.33850004710257,,
tab_switch,6.387299858033657,,
tab_switch,7.818399928510189,,
tab_switch,5.6541000958532095,,
tab_switch,10.066599817946553,,
tab_switch,7.543699815869331,,
tab_switch,7.392999948933721,,
tab_switch,6.824100157245994,,
tab_switch,6.139400182291865,,
tab_switch,8.97679990157485,,
tab_switch,10.69890009239316,,
tab_switch,8.412000024691224,,
tab_switch,5.214600125327706,,
tab_switch,6.430999841541052,,
tab_switch,9.17389988899231,,
tab_switch,7.2055000346153975,,
tab_switch,7.707400014624,,
tab_switch,9.498900035396218,,
tab_switch,7.111300015822053,,
tab_switch,9.626599960029125,,
tab_switch,12.058099964633584,,
tab_switch,7.179700070992112,,
tab_switch,9.10439994186163,,
tab_switch,8.270800113677979,,
tab_switch,7.4622000101953745,,
tab_switch,9.085400030016899,,
tab_switch,7.468000054359436,,
tab_switch,6.581599824130535,,
tab_switch,7.498399820178747,,
tab_switch,7.425599964335561,,
tab_switch,7.462499896064401,,
tab_switch,7.222200045362115,,
tab_switch,7.665600161999464,,
tab_switch,10.130699956789613,,
tab_switch,8.468700107187033,,
tab_switch,30.84239992313087,,
tab_switch,12.354300124570727,,
tab_switch,13.960100011900067,,
tab_switch,12.452099937945604,,
tab_switch,8.976300014182925,,
tab_switch,16.861499985679984,,
tab_switch,14.680499909445643,,
tab_switch,14.521499862894416,,
tab_switch,18.123999936506152,,
tab_switch,15.51260007545352,,
tab_switch,5.624900106340647,,
tab_switch,6.794000044465065,,
tab_switch,6.716900039464235,,
tab_switch,6.448700092732906,,
tab_switch,6.818900117650628,,
tab_switch,9.093000087887049,,
tab_switch,9.00229997932911,,
tab_switch,9.909600019454956,,
tab_switch,9.387800004333258,,
tab_switch,9.469500044360757,,
tab_switch,36.357800010591745,,
tab_switch,6.560999900102615,,
tab_switch,6.95009995251894,,
tab_switch,6.764499936252832,,
tab_switch,6.021300097927451,,
tab_switch,7.697399938479066,,
tab_switch,7.64329987578094,,
tab_switch,6.406999891623855,,
tab_switch,5.812300136312842,,
tab_switch,7.081999909132719,,
tab_switch,7.2378001641482115,,
tab_switch,11.684900149703026,,
tab_switch,11.103599797934294,,
tab_switch,15.932500129565597,,
tab_switch,11.44669996574521,,
tab_switch,9.741600137203932,,
tab_switch,8.753000060096383,,
tab_switch,6.469800136983395,,
tab_switch,7.098200032487512,,
tab_switch,7.181499851867557,,
tab_switch,10.238999966531992,,
tab_switch,9.231999982148409,,
tab_switch,7.9697000328451395,,
tab_switch,10.14439994469285,,
tab_switch,7.099400041624904,,
speed_slider_debounce,0.1066999975591898,,
speed_slider_debounce,0.2695999573916197,,
speed_slider_debounce,0.07340009324252605,,
speed_slider_debounce,0.028700102120637894,,
speed_slider_debounce,0.025399960577487946,,
speed_slider_debounce,0.19499985501170158,,
speed_slider_debounce,0.05859998054802418,,
speed_slider_debounce,0.05250005051493645,,
speed_slider_debounce,0.05059991963207722,,
speed_slider_debounce,0.04930002614855766,,
speed_slider_debounce,0.17620017752051353,,
speed_slider_debounce,0.04859990440309048,,
speed_slider_debounce,0.0366999302059412,,
speed_slider_debounce,0.030800001695752144,,
speed_slider_debounce,0.028999987989664078,,
speed_slider_debounce,0.43320003896951675,,
speed_slider_debounce,0.07999991066753864,,
speed_slider_debounce,0.0295999925583601,,
speed_slider_debounce,0.02750009298324585,,
speed_slider_debounce,0.02610008232295513,,
speed_slider_debounce,0.17280015163123608,,
speed_slider_debounce,0.03869994543492794,,
speed_slider_debounce,0.026399968191981316,,
speed_slider_debounce,0.022999942302703857,,
speed_slider_debounce,0.02310005947947502,,
speed_slider_debounce,0.1159000676125288,,
speed_slider_debounce,0.060399994254112244,,
speed_slider_debounce,0.04879990592598915,,
speed_slider_debounce,0.04449998959898949,,
speed_slider_debounce,0.045900000259280205,,
speed_slider_debounce,0.3771998453885317,,
speed_slider_debounce,0.10399986058473587,,
speed_slider_debounce,0.033800024539232254,,
