height_mm,callback_ms,worker_update_ms,obstacle_prim_update_ms,ack_ms,control_ready_ms,respawned,baseline_scan_ran,operation_released
50,0.37930021062493324,45.47649994492531,1.4251999091356993,113.35250013507903,113.35250013507903,False,False,True
75,0.1691998913884163,53.154499968513846,1.2608000542968512,160.64930008724332,160.64930008724332,False,False,True
100,0.16249995678663254,49.40679995343089,1.4304001815617085,163.19560003466904,163.19560003466904,False,False,True
75,0.34389994107186794,Generate + cached respawn,included,1762.8941000439227,1762.8941000439227,True,False,True
