speed_percent,version_id,recorded_batch_id,recorded_canonical_wheel_rad_s,recorded_effective_wheel_rad_s,playback_canonical_wheel_rad_s,playback_effective_wheel_rad_s,playback_executor_speed_percent,playback_elapsed_sim_s,double_scaled,canonical_match
100.0,v001_20260804_181612_361234_manual,5c0001a402c34505897567fcadff0c35,"{""front_left_ankle"": 0.25, ""front_right_ankle"": 0.25, ""rear_left_ankle"": 0.25, ""rear_right_ankle"": 0.25}","{""front_left_ankle"": 0.25, ""front_right_ankle"": 0.25, ""rear_left_ankle"": 0.25, ""rear_right_ankle"": 0.25}","{""front_left_ankle"": 0.25, ""front_right_ankle"": 0.25, ""rear_left_ankle"": 0.25, ""rear_right_ankle"": 0.25}","{""front_left_ankle"": 0.25, ""front_right_ankle"": 0.25, ""rear_left_ankle"": 0.25, ""rear_right_ankle"": 0.25}",100.0,1.599999999999909,False,True
200.0,v002_20260804_181615_785814_manual,0083b6c109cf4b688c490b8400aad9bc,"{""front_left_ankle"": 0.25, ""front_right_ankle"": 0.25, ""rear_left_ankle"": 0.25, ""rear_right_ankle"": 0.25}","{""front_left_ankle"": 0.5, ""front_right_ankle"": 0.5, ""rear_left_ankle"": 0.5, ""rear_right_ankle"": 0.5}","{""front_left_ankle"": 0.25, ""front_right_ankle"": 0.25, ""rear_left_ankle"": 0.25, ""rear_right_ankle"": 0.25}","{""front_left_ankle"": 0.5, ""front_right_ankle"": 0.5, ""rear_left_ankle"": 0.5, ""rear_right_ankle"": 0.5}",200.0,1.3333333333332575,False,True
