height_mm,old_width_m,new_width_visual_m,new_width_collision_m,robot_collision_width_m,lateral_margin_each_m,length_x_m,front_face_x_m,center_y_m,bottom_z_m,top_z_m,pass
50,0.8822007310718405,1.2,1.2,0.44110036553592025,0.3794498172320399,2.057375557085507,0.5213121737735307,0.0,0.0,0.05,True
75,0.8822007310718405,1.2,1.2,0.44110036553592025,0.3794498172320399,2.057375557085507,0.5213121737735307,0.0,0.0,0.075,True
100,0.8822007310718405,1.2,1.2,0.44110036553592025,0.3794498172320399,2.057375557085507,0.5213121737735307,0.0,0.0,0.1,True
