source_version,source_command_cursor,source_step_index,source_event_index,source_expanded_index,source_command,source_event_time_s,compiler_outcome,plan_event_index,compiled_segment_index,plan_global_command_index,planned_dispatch_time_s,actual_dispatch_time_s,dispatch_lateness_s,servo_target_deg,wheel_target_rad_s,atomic_batch_id,atomic_batch_applied_sim_step,atomic_batch_first_physics_step,atomic_batch_motion_start_skew_s,atomic_batch_ack_valid,atomic_batch_ack_error,command_cursor,segment_cursor,macro_state_cursor
v003_20260805_224517_157723_manual,38,7,0,0,servo rear_left_hip 27.0,5.399999999995089,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,28,20,29,21.10499999998386,22.966666666666004,1.8616666666821438,"{""rear_left_hip"":27.0}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-20-8f4c255e,2756,2757,0.0,True,,29,20,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,39,7,1,0,servo rear_left_hip 16.4,5.799999999994725,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,29,21,30,21.112333333317192,23.033333333332667,1.921000000015475,"{""rear_left_hip"":16.4}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-21-fac2ab5b,2764,2765,0.0,True,,30,21,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,40,7,2,0,servo rear_left_hip 2.6,6.199999999994361,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,30,22,31,21.18299999998386,23.233333333332656,2.050333333348796,"{""rear_left_hip"":2.6}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-22-8d9ee86d,2788,2789,0.0,True,,31,22,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,41,7,3,0,servo rear_left_hip 1.6,6.599999999993997,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,31,23,32,21.27499999998386,24.2333333333326,2.9583333333487403,"{""rear_left_hip"":1.6}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-23-7e4bc238,2908,2909,0.0,True,,32,23,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,42,7,4,0,wheel stop,11.399999999989632,SEMANTIC_NOOP_ELIDED_BY_PRODUCTION_COMPILER,,,,,,,{},{},,,,,True,,,,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,43,8,0,0,servo front_left_knee -25.1,8.799999999991996,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,32,24,33,21.281666666650526,24.433333333332588,3.151666666682061,"{""front_left_knee"":-25.1}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-24-88bf4e22,2932,2933,0.0,True,,33,24,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,44,8,1,0,servo front_left_knee -28.2,9.199999999991633,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,33,25,34,21.352333333317194,24.899999999999228,3.5476666666820336,"{""front_left_knee"":-28.2}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-25-acdcd8df,2988,2989,0.0,True,,34,25,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,45,8,2,0,servo front_left_knee -29.3,9.599999999991269,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,34,26,35,21.37299999998386,25.033333333332553,3.6603333333486923,"{""front_left_knee"":-29.3}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-26-cbe40a63,3004,3005,0.0,True,,35,26,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,46,8,3,0,servo front_left_hip 2.6,10.799999999990177,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,35,27,36,21.380333333317193,25.099999999999216,3.7196666666820235,"{""front_left_hip"":2.6}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-27-0ba0b12d,3012,3013,0.0,True,,36,27,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,47,8,4,0,servo front_left_hip 34.4,11.199999999989814,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,36,28,37,21.397666666650526,25.16666666666588,3.769000000015353,"{""front_left_hip"":34.4}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-28-b37d5b20,3020,3021,0.0,True,,37,28,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,48,8,5,0,servo front_left_hip 47.1,11.59999999998945,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,37,29,38,21.609666666650526,25.699999999999182,4.0903333333486565,"{""front_left_hip"":47.1}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-29-893a6e38,3084,3085,0.0,True,,38,29,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,49,8,6,0,servo front_left_hip 53.5,11.999999999989086,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,38,30,39,21.694333333317193,26.09999999999916,4.405666666681967,"{""front_left_hip"":53.5}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-30-7aa084f5,3132,3133,0.0,True,,39,30,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,50,8,7,0,wheel stop,14.199999999987085,SEMANTIC_NOOP_ELIDED_BY_PRODUCTION_COMPILER,,,,,,,{},{},,,,,True,,,,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,51,9,0,0,servo front_left_knee -12.4,2.9333333333306655,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,39,31,40,21.73699999998386,26.299999999999148,4.56300000001529,"{""front_left_knee"":-12.4}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-31-04a48033,3156,3157,0.0,True,,40,31,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,52,9,1,0,servo front_left_knee -8.1,3.3333333333303017,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,40,32,41,21.849666666650524,26.5666666666658,4.717000000015275,"{""front_left_knee"":-8.1}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-32-a76be07c,3188,3189,0.0,True,,41,32,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,53,9,2,0,servo front_left_hip 41.8,4.666666666662422,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,41,33,42,21.87833333331719,26.699999999999125,4.821666666681935,"{""front_left_hip"":41.8}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-33-d7c231cc,3204,3205,0.0,True,,42,33,RECORDING_FAST_REPLAY
